repo_name,stars,owner,repo,sustainability_status,language,pushed_at,archived,api_status
jesseduffield/lazydocker,473,jesseduffield,lazydocker,unknown,Go,2025-12-19T22:55:13Z,False,success
Unstructured-IO/unstructured,472,Unstructured-IO,unstructured,unknown,HTML,2025-12-25T00:30:55Z,False,success
warpdotdev/Warp,470,warpdotdev,Warp,unknown,,2025-10-07T19:15:31Z,False,success
Asabeneh/30-Days-Of-JavaScript,470,Asabeneh,30-Days-Of-JavaScript,unknown,JavaScript,2025-12-06T11:12:48Z,False,success
sharkdp/bat,470,sharkdp,bat,unknown,Rust,2025-12-23T17:08:38Z,False,success
netease-youdao/EmotiVoice,470,netease-youdao,EmotiVoice,unknown,Python,2024-08-13T10:23:52Z,False,success
outlines-dev/outlines,470,outlines-dev,outlines,unknown,Python,2025-12-12T18:26:02Z,False,success
explodinggradients/ragas,470,explodinggradients,ragas,unknown,Python,2025-12-24T14:30:56Z,False,success
vanjs-org/van,469,vanjs-org,van,unknown,JavaScript,2025-09-24T00:55:34Z,False,success
gkd-kit/subscription,469,gkd-kit,subscription,unknown,TypeScript,2024-05-12T05:16:52Z,True,success
aseprite/aseprite,469,aseprite,aseprite,unknown,C++,2025-12-12T15:20:39Z,False,success
zhongyang219/TrafficMonitor,468,zhongyang219,TrafficMonitor,unknown,C++,2025-10-05T02:52:35Z,False,success
myshell-ai/OpenVoice,468,myshell-ai,OpenVoice,unknown,Python,2025-04-19T16:00:00Z,False,success
XIU2/CloudflareSpeedTest,467,XIU2,CloudflareSpeedTest,unknown,Go,2025-12-15T05:29:57Z,False,success
xiaojieonly/Ehviewer_CN_SXJ,467,xiaojieonly,Ehviewer_CN_SXJ,unknown,C,2025-12-24T07:42:49Z,False,success
be5invis/Iosevka,467,be5invis,Iosevka,unknown,JavaScript,2025-12-24T21:58:25Z,False,success
iluwatar/java-design-patterns,467,iluwatar,java-design-patterns,unknown,Java,2025-10-21T21:30:34Z,False,success
zulip/zulip,466,zulip,zulip,unknown,Python,2025-12-26T03:12:44Z,False,success
zijie0/HumanSystemOptimization,466,zijie0,HumanSystemOptimization,unknown,,2025-09-10T05:52:06Z,False,success
spring-projects/spring-boot,465,spring-projects,spring-boot,unknown,Java,2025-12-24T13:51:18Z,False,success
bionic-gpt/bionic-gpt,465,bionic-gpt,bionic-gpt,unknown,Rust,2025-12-09T06:59:20Z,False,success
jdx/rtx,465,jdx,rtx,unknown,Rust,2025-12-19T21:04:43Z,False,success
NginxProxyManager/nginx-proxy-manager,465,NginxProxyManager,nginx-proxy-manager,unknown,TypeScript,2025-12-04T16:58:07Z,False,success
xiaolai/everyone-can-use-english,464,xiaolai,everyone-can-use-english,unknown,TypeScript,2025-11-25T07:09:35Z,False,success
luosiallen/latent-consistency-model,464,luosiallen,latent-consistency-model,unknown,Python,2024-06-14T04:54:58Z,False,success
WuKongOpenSource/Wukong_ProjectManagement,464,WuKongOpenSource,Wukong_ProjectManagement,unknown,Vue,2023-11-06T02:15:42Z,False,success
wasp-lang/wasp,464,wasp-lang,wasp,unknown,TypeScript,2025-12-24T10:36:11Z,False,success
xxlong0/Wonder3D,463,xxlong0,Wonder3D,unknown,Python,2025-03-14T07:09:19Z,False,success
bradtraversy/design-resources-for-developers,462,bradtraversy,design-resources-for-developers,unknown,,2025-12-11T15:54:03Z,False,success
wez/wezterm,462,wez,wezterm,unknown,Rust,2025-12-01T07:57:47Z,False,success
aidenybai/million,462,aidenybai,million,unknown,TypeScript,2025-12-11T22:10:52Z,False,success
babysor/MockingBird,461,babysor,MockingBird,unknown,Python,2025-11-13T02:03:28Z,False,success
spacedriveapp/spacedrive,459,spacedriveapp,spacedrive,unknown,Rust,2025-12-25T23:46:43Z,False,success
microsoft/terminal,459,microsoft,terminal,unknown,C++,2025-12-23T22:38:24Z,False,success
liguodongiot/llm-action,458,liguodongiot,llm-action,unknown,HTML,2025-12-24T10:07:55Z,False,success
DevxStudio/Phoenix-Clipper-Malware,458,DevxStudio,Phoenix-Clipper-Malware,unknown,,,,not_found
you-dont-need/You-Dont-Need-Lodash-Underscore,458,you-dont-need,You-Dont-Need-Lodash-Underscore,unknown,JavaScript,2025-11-21T21:48:13Z,False,success
ashishps1/awesome-low-low-design,458,ashishps1,awesome-low-low-design,unknown,Java,2025-10-25T14:41:17Z,False,success
twbs/bootstrap,457,twbs,bootstrap,unknown,MDX,2025-12-25T15:56:16Z,False,success
vernesong/OpenClash,456,vernesong,OpenClash,unknown,HTML,2025-12-26T02:02:32Z,False,success
deepseek-ai/DeepSeek-Coder,455,deepseek-ai,DeepSeek-Coder,unknown,Python,2025-11-11T06:44:56Z,False,success
rclone/rclone,455,rclone,rclone,unknown,Go,2025-12-22T21:39:54Z,False,success
tachiyomiorg/tachiyomi,455,tachiyomiorg,tachiyomi,unknown,,,,not_found
jianchang512/pyvideotrans,454,jianchang512,pyvideotrans,unknown,Python,2025-12-18T13:59:20Z,False,success
plasmicapp/plasmic,454,plasmicapp,plasmic,unknown,TypeScript,2025-12-24T13:21:00Z,False,success
openpilot-hub/devpilot-intellij,453,openpilot-hub,devpilot-intellij,unknown,HTML,2025-09-28T09:34:03Z,False,success
lean-dojo/LeanCopilot,453,lean-dojo,LeanCopilot,unknown,C++,2025-12-18T09:16:15Z,False,success
grafana/grafana,453,grafana,grafana,unknown,TypeScript,2025-12-25T16:44:59Z,False,success
aiboboxx/clashfree,453,aiboboxx,clashfree,unknown,,2025-12-26T04:59:12Z,False,success
SoftFever/OrcaSlicer,452,SoftFever,OrcaSlicer,unknown,C++,2025-12-25T17:51:24Z,False,success
utmapp/UTM,452,utmapp,UTM,unknown,Swift,2025-10-01T23:05:05Z,False,success
google-deepmind/funsearch,452,google-deepmind,funsearch,unknown,Jupyter Notebook,2024-02-05T10:32:18Z,False,success
redis/redis,451,redis,redis,unknown,C,2025-12-26T06:22:40Z,False,success
Totodore/socketioxide,451,Totodore,socketioxide,unknown,Rust,2025-12-24T05:10:11Z,False,success
mtdvio/every-programmer-should-know,451,mtdvio,every-programmer-should-know,unknown,,2025-12-20T16:01:02Z,False,success
assafelovic/gpt-researcher,450,assafelovic,gpt-researcher,unknown,Python,2025-12-14T08:08:22Z,False,success
janhq/jan,450,janhq,jan,unknown,TypeScript,2025-12-26T05:16:28Z,False,success
radishes-music/radishes,450,radishes-music,radishes,unknown,TypeScript,2024-08-20T12:21:53Z,False,success
pyenv/pyenv,449,pyenv,pyenv,unknown,Roff,2025-12-24T07:00:09Z,False,success
atomicals/atomicals-js,448,atomicals,atomicals-js,unknown,TypeScript,2025-03-27T09:44:30Z,False,success
ant-design/ant-design-web3,447,ant-design,ant-design-web3,unknown,TypeScript,2025-12-22T08:09:40Z,False,success
m3y54m/Embedded-Engineering-Roadmap,447,m3y54m,Embedded-Engineering-Roadmap,unknown,,2025-12-15T18:51:42Z,False,success
LeCoupa/awesome-cheatsheets,446,LeCoupa,awesome-cheatsheets,unknown,JavaScript,2025-11-19T21:48:00Z,False,success
CircleRadon/Osprey,445,CircleRadon,Osprey,unknown,Python,2025-08-19T05:52:00Z,False,success
ThePrimeagen/harpoon,445,ThePrimeagen,harpoon,unknown,Lua,2025-10-31T15:35:52Z,False,success
koodo-reader/koodo-reader,445,koodo-reader,koodo-reader,unknown,JavaScript,2025-12-25T11:18:29Z,False,success
pathwaycom/pathway,443,pathwaycom,pathway,unknown,Python,2025-12-26T06:06:26Z,False,success
etcd-io/etcd,442,etcd-io,etcd,unknown,Go,2025-12-24T12:43:10Z,False,success
ProjectDonetsk/Donetsk,441,ProjectDonetsk,Donetsk,unknown,C++,2025-06-01T20:41:53Z,False,success
Kong/insomnia,441,Kong,insomnia,unknown,TypeScript,2025-12-26T06:08:06Z,False,success
zellij-org/zellij,439,zellij-org,zellij,unknown,Rust,2025-12-23T12:41:56Z,False,success
stanford-futuredata/megablocks,439,stanford-futuredata,megablocks,unknown,Python,2025-06-26T20:59:26Z,False,success
YunaiV/ruoyi-vue-pro,438,YunaiV,ruoyi-vue-pro,unknown,Java,2025-12-25T14:52:02Z,False,success
mattermost/focalboard,438,mattermost,focalboard,unknown,TypeScript,2025-10-27T10:12:44Z,False,success
files-community/Files,438,files-community,Files,unknown,C#,2025-12-26T05:03:28Z,False,success
marktext/marktext,437,marktext,marktext,unknown,JavaScript,2025-11-19T09:20:03Z,False,success
leptos-rs/leptos,437,leptos-rs,leptos,unknown,Rust,2025-12-22T18:36:22Z,False,success
srush/GPU-Puzzles,437,srush,GPU-Puzzles,unknown,Jupyter Notebook,2024-09-01T16:14:47Z,False,success
ansible/ansible,437,ansible,ansible,unknown,Python,2025-12-24T01:13:56Z,False,success
sdg-1/consulting-handbook,436,sdg-1,consulting-handbook,unknown,,2025-01-03T01:02:41Z,False,success
qianguyihao/blog-list,436,qianguyihao,blog-list,unknown,,2025-12-24T06:15:49Z,False,success
zadam/trilium,436,zadam,trilium,unknown,TypeScript,2025-12-25T21:42:49Z,False,success
chroma-core/chroma,436,chroma-core,chroma,unknown,Rust,2025-12-25T18:57:55Z,False,success
h2oai/h2ogpt,434,h2oai,h2ogpt,unknown,Python,2025-10-09T23:30:01Z,False,success
WerWolv/ImHex,434,WerWolv,ImHex,unknown,C++,2025-12-26T00:11:03Z,False,success
v2fly/v2ray-core,434,v2fly,v2ray-core,unknown,Go,2025-12-24T22:01:14Z,False,success
KwaiKEG/KwaiAgents,434,KwaiKEG,KwaiAgents,unknown,Python,2024-06-19T13:29:39Z,False,success
PostHog/posthog,433,PostHog,posthog,unknown,Python,2025-12-25T22:12:38Z,False,success
friuns2/BlackFriday-GPTs-Prompts,432,friuns2,BlackFriday-GPTs-Prompts,unknown,,2024-11-08T11:03:14Z,False,success
microsoft/Data-Science-For-Beginners,431,microsoft,Data-Science-For-Beginners,unknown,Jupyter Notebook,2025-12-25T01:08:46Z,False,success
tokio-rs/tokio,431,tokio-rs,tokio,unknown,Rust,2025-12-24T15:18:26Z,False,success
233boy/v2ray,430,233boy,v2ray,unknown,Shell,2025-10-13T08:28:18Z,False,success
idurar/idurar-erp-crm,430,idurar,idurar-erp-crm,unknown,JavaScript,2025-08-16T00:37:46Z,False,success
PromtEngineer/localGPT,430,PromtEngineer,localGPT,unknown,Python,2025-10-02T03:35:22Z,False,success
coder2gwy/coder2gwy,430,coder2gwy,coder2gwy,unknown,,2022-02-11T08:56:20Z,False,success
EthicalML/awesome-production-machine-learning,429,EthicalML,awesome-production-machine-learning,unknown,,2025-12-20T05:22:35Z,False,success
facebookresearch/faiss,429,facebookresearch,faiss,unknown,C++,2025-12-23T17:40:28Z,False,success
emilkowalski/sonner,429,emilkowalski,sonner,unknown,TypeScript,2025-12-23T23:47:55Z,False,success
rough-stuff/rough,428,rough-stuff,rough,unknown,HTML,2024-07-28T21:12:58Z,False,success
dubinc/dub,428,dubinc,dub,unknown,TypeScript,2025-12-26T05:58:09Z,False,success
mouredev/python-web,427,mouredev,python-web,unknown,HTML,2025-12-24T12:52:44Z,False,success
iperov/DeepFaceLab,427,iperov,DeepFaceLab,unknown,Python,2024-11-13T19:29:05Z,True,success
filebrowser/filebrowser,427,filebrowser,filebrowser,unknown,Go,2025-12-25T05:36:51Z,False,success
immersive-translate/immersive-translate,427,immersive-translate,immersive-translate,unknown,,2025-12-23T06:49:29Z,False,success
adobe/react-spectrum,427,adobe,react-spectrum,unknown,TypeScript,2025-12-23T22:58:35Z,False,success
axios/axios,426,axios,axios,unknown,JavaScript,2025-12-23T08:14:39Z,False,success
postgresml/postgresml,426,postgresml,postgresml,unknown,Rust,2025-07-01T12:26:02Z,False,success
agalwood/Motrix,426,agalwood,Motrix,unknown,JavaScript,2024-07-11T12:09:20Z,False,success
SpotX-Official/SpotX,425,SpotX-Official,SpotX,unknown,PowerShell,2025-12-24T14:25:40Z,False,success
udlbook/udlbook,424,udlbook,udlbook,unknown,Jupyter Notebook,2025-12-15T20:15:33Z,False,success
Pennyw0rth/NetExec,424,Pennyw0rth,NetExec,unknown,Python,2025-12-24T16:34:28Z,False,success
nvbn/thefuck,424,nvbn,thefuck,unknown,Python,2024-07-19T14:56:13Z,False,success
Mikubill/sd-webui-controlnet,424,Mikubill,sd-webui-controlnet,unknown,Python,2024-08-12T13:06:00Z,False,success
XIU2/TrackersListCollection,423,XIU2,TrackersListCollection,unknown,,2025-12-26T00:08:02Z,False,success
kuafuai/DevOpsGPT,422,kuafuai,DevOpsGPT,unknown,HTML,2024-08-14T09:11:08Z,False,success
allenai/papermage,422,allenai,papermage,unknown,Python,2024-11-08T01:03:20Z,False,success
jackfrued/Python-Core-50-Courses,421,jackfrued,Python-Core-50-Courses,unknown,,2025-12-18T12:07:51Z,False,success
DropbaseHQ/dropbase,421,DropbaseHQ,dropbase,unknown,Python,2024-09-27T22:22:14Z,False,success
flipperdevices/flipperzero-firmware,420,flipperdevices,flipperzero-firmware,unknown,C,2025-12-05T19:35:25Z,False,success
openobserve/openobserve,420,openobserve,openobserve,unknown,TypeScript,2025-12-26T06:16:36Z,False,success
PanJiaChen/vue-element-admin,420,PanJiaChen,vue-element-admin,unknown,Vue,2024-10-24T11:25:46Z,False,success
Johnshall/Shadowrocket-ADBlock-Rules-Forever,419,Johnshall,Shadowrocket-ADBlock-Rules-Forever,unknown,,2025-12-25T23:02:22Z,False,success
invoke-ai/InvokeAI,419,invoke-ai,InvokeAI,unknown,TypeScript,2025-12-26T02:34:22Z,False,success
prometheus/prometheus,419,prometheus,prometheus,unknown,Go,2025-12-24T12:47:08Z,False,success
wgh136/PicaComic,418,wgh136,PicaComic,unknown,Dart,2024-12-21T09:48:05Z,True,success
tiimgreen/github-cheat-sheet,417,tiimgreen,github-cheat-sheet,unknown,,2024-04-15T20:15:56Z,False,success
GhostTroops/scan4all,417,GhostTroops,scan4all,unknown,Go,2024-07-12T13:23:48Z,False,success
TanStack/query,417,TanStack,query,unknown,TypeScript,2025-12-23T08:15:02Z,False,success
microsoft/monaco-editor,415,microsoft,monaco-editor,unknown,JavaScript,2025-12-19T16:09:10Z,False,success
cosmtrek/air,415,cosmtrek,air,unknown,Go,2025-11-27T03:56:09Z,False,success
nushell/nushell,415,nushell,nushell,unknown,Rust,2025-12-24T01:45:55Z,False,success
surrealdb/surrealdb,415,surrealdb,surrealdb,unknown,Rust,2025-12-25T22:50:58Z,False,success
dkhamsing/open-source-ios-apps,415,dkhamsing,open-source-ios-apps,unknown,,2025-12-24T22:02:45Z,False,success
ks233/ja-learner,414,ks233,ja-learner,unknown,C#,2025-06-04T02:25:09Z,False,success
Nutlope/roomGPT,414,Nutlope,roomGPT,unknown,TypeScript,2024-04-20T12:17:17Z,False,success
ggerganov/ggml,413,ggerganov,ggml,unknown,C++,2025-12-17T11:55:07Z,False,success
ray-project/ray,413,ray-project,ray,unknown,Python,2025-12-26T05:31:17Z,False,success
KurtBestor/Hitomi-Downloader,413,KurtBestor,Hitomi-Downloader,unknown,Python,2025-09-28T00:23:19Z,False,success
Cyfrin/security-and-auditing-full-course-s23,413,Cyfrin,security-and-auditing-full-course-s23,unknown,Solidity,2025-12-08T19:33:04Z,False,success
sczhou/CodeFormer,412,sczhou,CodeFormer,unknown,Python,2025-11-18T12:03:30Z,False,success
OwshenNetwork/genesis,412,OwshenNetwork,genesis,unknown,,2025-10-19T08:18:42Z,False,success
Anduin2017/HowToCook,411,Anduin2017,HowToCook,unknown,Dockerfile,2025-12-09T16:17:55Z,False,success
kaixindelele/ChatPaper,411,kaixindelele,ChatPaper,unknown,Python,2025-11-19T14:55:21Z,False,success
react-hook-form/react-hook-form,411,react-hook-form,react-hook-form,unknown,TypeScript,2025-12-22T21:03:05Z,False,success
pgvector/pgvector,411,pgvector,pgvector,unknown,C,2025-12-13T19:33:49Z,False,success
scikit-learn/scikit-learn,410,scikit-learn,scikit-learn,unknown,Python,2025-12-24T16:25:08Z,False,success
florestefano1975/comfyui-portrait-master,409,florestefano1975,comfyui-portrait-master,unknown,Python,2025-09-14T10:54:52Z,False,success
WZMIAOMIAO/deep-learning-for-image-processing,409,WZMIAOMIAO,deep-learning-for-image-processing,unknown,Python,2025-01-12T03:36:29Z,False,success
google-deepmind/materials_discovery,408,google-deepmind,materials_discovery,unknown,Jupyter Notebook,2025-12-06T00:51:51Z,False,success
pjlab-sys4nlp/llama-moe,408,pjlab-sys4nlp,llama-moe,unknown,Python,2024-12-06T04:47:07Z,False,success
tonsky/FiraCode,407,tonsky,FiraCode,unknown,Clojure,2025-12-06T16:01:58Z,False,success
google/jax,407,google,jax,unknown,Python,2025-12-25T14:16:31Z,False,success
SeleniumHQ/selenium,406,SeleniumHQ,selenium,unknown,Java,2025-12-26T00:20:31Z,False,success
devos50/qemu-ios,406,devos50,qemu-ios,unknown,C,2025-02-19T18:33:16Z,False,success
MustardChef/WSABuilds,405,MustardChef,WSABuilds,unknown,Python,2025-12-18T05:11:50Z,False,success
GitHubDaily/GitHubDaily,405,GitHubDaily,GitHubDaily,unknown,,2025-03-20T08:54:47Z,False,success
BeyondDimension/SteamTools,404,BeyondDimension,SteamTools,unknown,C#,2025-05-06T02:37:34Z,False,success
Sangwan5688/BlackHole,404,Sangwan5688,BlackHole,unknown,,,,not_found
docusealco/docuseal,404,docusealco,docuseal,unknown,Ruby,2025-12-22T07:47:24Z,False,success
tiangolo/sqlmodel,404,tiangolo,sqlmodel,unknown,Python,2025-12-25T22:01:57Z,False,success
skylot/jadx,403,skylot,jadx,unknown,Java,2025-12-24T20:29:53Z,False,success
Mozilla-Ocho/Memory-Cache,403,Mozilla-Ocho,Memory-Cache,unknown,JavaScript,2024-04-19T16:30:59Z,False,success
iv-org/invidious,403,iv-org,invidious,unknown,Crystal,2025-12-22T20:16:20Z,False,success
logspace-ai/langflow,403,logspace-ai,langflow,unknown,Python,2025-12-26T05:34:58Z,False,success
Atlas-OS/Atlas,403,Atlas-OS,Atlas,unknown,Batchfile,2025-12-18T17:09:58Z,False,success
traefik/traefik,402,traefik,traefik,unknown,Go,2025-12-23T15:02:04Z,False,success
ReVanced/revanced-manager,402,ReVanced,revanced-manager,unknown,Dart,2025-12-26T00:08:11Z,False,success
RealKai42/qwerty-learner,401,RealKai42,qwerty-learner,unknown,TypeScript,2025-12-12T05:15:18Z,False,success
3Kmfi6HP/EDtunnel,401,3Kmfi6HP,EDtunnel,unknown,,,,not_found
openai/triton,401,openai,triton,unknown,MLIR,2025-12-26T02:50:44Z,False,success
DIYgod/RSSHub,401,DIYgod,RSSHub,unknown,TypeScript,2025-12-26T02:07:02Z,False,success
huggingface/pytorch-image-models,399,huggingface,pytorch-image-models,unknown,Python,2025-12-24T23:16:45Z,False,success
codex-team/editor.js,399,codex-team,editor.js,unknown,TypeScript,2025-09-15T17:14:27Z,False,success
OpenTalker/video-retalking,399,OpenTalker,video-retalking,unknown,Python,2024-08-05T05:59:59Z,False,success
Dujltqzv/Some-Many-Books,399,Dujltqzv,Some-Many-Books,unknown,,2025-12-03T01:54:08Z,False,success
lmsqueezy/wedges,398,lmsqueezy,wedges,unknown,TypeScript,2025-12-12T14:27:58Z,False,success
uber-go/nilaway,398,uber-go,nilaway,unknown,Go,2025-12-09T20:21:06Z,False,success
ymcui/Chinese-LLaMA-Alpaca,398,ymcui,Chinese-LLaMA-Alpaca,unknown,Python,2025-07-15T00:53:02Z,False,success
tencent-ailab/IP-Adapter,398,tencent-ailab,IP-Adapter,unknown,Jupyter Notebook,2024-06-28T02:47:03Z,False,success
keyvanakbary/learning-notes,398,keyvanakbary,learning-notes,unknown,SCSS,2024-01-02T03:50:55Z,False,success
productiveops/dokemon,398,productiveops,dokemon,unknown,TypeScript,2024-02-21T10:51:14Z,False,success
OpenTalker/SadTalker,397,OpenTalker,SadTalker,unknown,Python,2024-06-26T12:51:53Z,False,success
netero1010/EDRSilencer,397,netero1010,EDRSilencer,unknown,C,2024-11-03T16:05:14Z,False,success
hellzerg/optimizer,397,hellzerg,optimizer,unknown,C#,2024-08-18T13:38:25Z,False,success
gofiber/fiber,397,gofiber,fiber,unknown,Go,2025-12-26T01:32:45Z,False,success
facebookresearch/codellama,397,facebookresearch,codellama,unknown,Python,2024-08-12T12:49:54Z,True,success
YSGStudyHards/DotNetGuide,397,YSGStudyHards,DotNetGuide,unknown,C#,2025-12-24T17:28:17Z,False,success
open-mmlab/PIA,396,open-mmlab,PIA,unknown,Python,2024-08-05T09:11:48Z,False,success
steven-tey/novel,396,steven-tey,novel,unknown,TypeScript,2025-01-18T14:26:33Z,False,success
jxnl/instructor,396,jxnl,instructor,unknown,Python,2025-12-22T21:13:53Z,False,success
Orillusion/orillusion,396,Orillusion,orillusion,unknown,TypeScript,2025-10-08T08:03:14Z,False,success
kgrzybek/modular-monolith-with-ddd,395,kgrzybek,modular-monolith-with-ddd,unknown,C#,2024-06-04T17:51:26Z,False,success
rasbt/LLMs-from-scratch,395,rasbt,LLMs-from-scratch,unknown,Jupyter Notebook,2025-12-21T00:41:38Z,False,success
pathwaycom/llm-app,395,pathwaycom,llm-app,unknown,Jupyter Notebook,2025-12-09T11:21:05Z,False,success
vaxilu/x-ui,394,vaxilu,x-ui,unknown,JavaScript,2024-08-19T10:14:30Z,False,success
leonlucc/awesome-alternative,394,leonlucc,awesome-alternative,unknown,,2024-04-22T14:29:44Z,False,success
forthespada/CS-Books,393,forthespada,CS-Books,unknown,,2025-11-06T12:55:46Z,False,success
Pawdroid/Free-servers,393,Pawdroid,Free-servers,unknown,,2025-12-26T06:00:16Z,False,success
triggerdotdev/trigger.dev,393,triggerdotdev,trigger.dev,unknown,TypeScript,2025-12-25T08:54:20Z,False,success
pydantic/pydantic,393,pydantic,pydantic,unknown,Python,2025-12-23T21:27:45Z,False,success
CatVodTVOfficial/TVBoxOSC,392,CatVodTVOfficial,TVBoxOSC,unknown,,,,not_found
unocss/unocss,391,unocss,unocss,unknown,TypeScript,2025-12-26T02:32:34Z,False,success
mantinedev/mantine,391,mantinedev,mantine,unknown,TypeScript,2025-12-21T09:03:54Z,False,success
RUCAIBox/LLMSurvey,390,RUCAIBox,LLMSurvey,unknown,Python,2025-03-11T09:51:42Z,False,success
lss233/chatgpt-mirai-qq-bot,389,lss233,chatgpt-mirai-qq-bot,unknown,Python,2025-06-28T19:24:48Z,False,success
resemble-ai/resemble-enhance,389,resemble-ai,resemble-enhance,unknown,Python,2024-12-03T02:29:17Z,False,success
pi-hole/pi-hole,389,pi-hole,pi-hole,unknown,Shell,2025-12-20T10:40:04Z,False,success
2hacc/TVBox,389,2hacc,TVBox,unknown,JavaScript,2024-12-15T06:51:50Z,False,success
