repo_name,owner,repo,stars,language,pushed_at,archived,sustainability_status
paulmillr/encrypted-dns,paulmillr,encrypted-dns,309,JavaScript,2025-12-02T01:44:53Z,False,sustainable
Bogdan-Lyashenko/Under-the-hood-ReactJS,Bogdan-Lyashenko,Under-the-hood-ReactJS,6812,JavaScript,2022-04-25T11:06:33Z,False,non_sustainable
GoogleChromeLabs/carlo,GoogleChromeLabs,carlo,9296,JavaScript,2022-04-29T20:42:07Z,False,non_sustainable
fangwei716/30-days-of-react-native,fangwei716,30-days-of-react-native,6891,JavaScript,2018-09-07T13:12:27Z,False,non_sustainable
plotly/falcon,plotly,falcon,5108,JavaScript,2023-04-17T17:59:03Z,True,non_sustainable
paypal/glamorous,paypal,glamorous,3626,JavaScript,2018-12-06T19:58:04Z,True,non_sustainable
facebookarchive/nuclide,facebookarchive,nuclide,7746,JavaScript,2018-12-12T18:00:31Z,True,non_sustainable
tensorspace-team/tensorspace,tensorspace-team,tensorspace,5164,JavaScript,2022-12-05T22:21:36Z,False,non_sustainable
facebookarchive/Keyframes,facebookarchive,Keyframes,5311,JavaScript,2019-11-29T23:33:53Z,True,non_sustainable
Meituan-Dianping/mpvue,Meituan-Dianping,mpvue,20371,JavaScript,2022-03-02T04:31:30Z,False,non_sustainable
LogRocket/redux-logger,LogRocket,redux-logger,5742,JavaScript,2020-08-20T16:46:14Z,False,non_sustainable
withspectrum/spectrum,withspectrum,spectrum,10868,JavaScript,2022-07-20T03:30:21Z,True,non_sustainable
neutrinojs/neutrino,neutrinojs,neutrino,3927,JavaScript,2024-02-03T19:50:34Z,True,non_sustainable
phobal/ivideo,phobal,ivideo,11869,JavaScript,2021-01-28T19:46:42Z,True,non_sustainable
camwiegert/in-view,camwiegert,in-view,4627,JavaScript,2019-10-27T19:45:24Z,True,non_sustainable
facebookarchive/react-360,facebookarchive,react-360,8739,JavaScript,2020-12-11T10:19:14Z,True,non_sustainable
ethereum/mist,ethereum,mist,7447,JavaScript,2020-07-20T13:59:24Z,True,non_sustainable
veltman/flubber,veltman,flubber,6866,JavaScript,2022-11-08T03:34:37Z,False,non_sustainable
bailicangdu/node-elm,bailicangdu,node-elm,12385,JavaScript,2021-12-14T07:06:56Z,False,non_sustainable
lhartikk/naivechain,lhartikk,naivechain,5297,JavaScript,2020-04-13T09:14:37Z,False,non_sustainable
1995parham/github-do-not-ban-us,1995parham,github-do-not-ban-us,11733,JavaScript,2019-08-01T19:25:20Z,True,non_sustainable
akxcv/vuera,akxcv,vuera,4311,JavaScript,2023-09-19T11:34:22Z,True,non_sustainable
GoogleChromeLabs/ndb,GoogleChromeLabs,ndb,10893,JavaScript,2022-05-26T07:03:35Z,True,non_sustainable
surmon-china/vue-awesome-swiper,surmon-china,vue-awesome-swiper,12826,JavaScript,2022-12-21T15:10:44Z,True,non_sustainable
facebookarchive/prepack,facebookarchive,prepack,14156,JavaScript,2022-02-11T05:19:57Z,True,non_sustainable
FormidableLabs/radium,FormidableLabs,radium,7359,JavaScript,2022-08-19T13:33:58Z,True,non_sustainable
gajus/react-css-modules,gajus,react-css-modules,5180,JavaScript,2019-11-02T09:55:04Z,False,non_sustainable
Netflix/vector,Netflix,vector,3573,JavaScript,2021-08-10T21:54:14Z,True,non_sustainable
react-ga/react-ga,react-ga,react-ga,5107,JavaScript,2023-01-06T20:18:16Z,True,non_sustainable
octref/polacode,octref,polacode,6845,JavaScript,2022-08-24T11:09:12Z,False,non_sustainable
Data-Camp/WeApp_Demos,Data-Camp,WeApp_Demos,5038,JavaScript,2018-10-10T02:27:39Z,False,non_sustainable
webslides/WebSlides,webslides,WebSlides,6293,JavaScript,2022-12-10T13:03:52Z,False,non_sustainable
aws-samples/aws-serverless-workshops,aws-samples,aws-serverless-workshops,4261,JavaScript,2024-07-29T18:03:00Z,True,non_sustainable
microsoft/TypeScript-Handbook,microsoft,TypeScript-Handbook,4870,JavaScript,2020-08-01T19:54:09Z,True,non_sustainable
fuse-box/fuse-box,fuse-box,fuse-box,3982,JavaScript,2022-12-01T07:53:31Z,True,non_sustainable
vercel/pkg,vercel,pkg,24425,JavaScript,2024-01-03T01:38:16Z,True,non_sustainable
wmonk/create-react-app-typescript,wmonk,create-react-app-typescript,3692,JavaScript,2019-08-21T21:31:39Z,True,non_sustainable
gothinkster/react-redux-realworld-example-app,gothinkster,react-redux-realworld-example-app,5606,JavaScript,2024-03-13T13:18:54Z,True,non_sustainable
CodingTrain/website-archive,CodingTrain,website-archive,5747,JavaScript,2022-07-05T00:30:46Z,True,non_sustainable
jayphelps/core-decorators,jayphelps,core-decorators,4508,JavaScript,2020-07-15T20:50:23Z,True,non_sustainable
Jasonette/JASONETTE-iOS,Jasonette,JASONETTE-iOS,5241,JavaScript,2022-05-31T16:50:09Z,False,non_sustainable
brave/browser-laptop,brave,browser-laptop,7942,JavaScript,2019-04-11T05:59:09Z,True,non_sustainable
sdc-alibaba/SUI-Mobile,sdc-alibaba,SUI-Mobile,6078,JavaScript,2018-04-28T03:36:30Z,False,non_sustainable
evil-huawei/evil-huawei,evil-huawei,evil-huawei,9102,JavaScript,2021-07-01T21:02:49Z,False,non_sustainable
egoist/docute,egoist,docute,3824,JavaScript,2023-09-25T09:19:06Z,True,non_sustainable
reach/router,reach,router,6864,JavaScript,2022-12-08T19:53:14Z,False,non_sustainable
googlecreativelab/anypixel,googlecreativelab,anypixel,6448,JavaScript,2025-08-18T18:25:17Z,True,non_sustainable
nuxt/vue-meta,nuxt,vue-meta,4088,JavaScript,2025-09-25T17:50:31Z,True,non_sustainable
GetStream/Winds,GetStream,Winds,9315,JavaScript,2021-10-11T20:32:23Z,True,non_sustainable
dthree/cash,dthree,cash,7760,JavaScript,2020-01-14T08:48:46Z,False,non_sustainable
FormidableLabs/react-game-kit,FormidableLabs,react-game-kit,4612,JavaScript,2023-01-04T16:18:43Z,True,non_sustainable
charmbracelet/huh,charmbracelet,huh,1834,Go,2025-12-21T00:19:36Z,False,sustainable
syncthing/syncthing,syncthing,syncthing,729,Go,2025-12-24T01:30:39Z,False,sustainable
mudler/LocalAI,mudler,LocalAI,1003,Go,2025-12-25T21:10:28Z,False,sustainable
gorilla/websocket,gorilla,websocket,227,Go,2025-03-19T13:29:08Z,False,sustainable
containers/podman,containers,podman,307,Go,2025-12-22T19:43:56Z,False,sustainable
tailscale/tailscale,tailscale,tailscale,340,Go,2025-12-25T06:57:11Z,False,sustainable
casibase/casibase,casibase,casibase,335,Go,2025-12-25T05:03:11Z,False,sustainable
go-gitea/gitea,go-gitea,gitea,474,Go,2025-12-26T04:49:10Z,False,sustainable
replicate/cog,replicate,cog,226,Go,2025-12-26T00:22:08Z,False,sustainable
daeuniverse/dae,daeuniverse,dae,297,Go,2025-11-03T20:52:39Z,False,sustainable
derailed/k9s,derailed,k9s,344,Go,2025-12-22T23:02:42Z,False,sustainable
charmbracelet/vhs,charmbracelet,vhs,234,Go,2025-12-21T00:33:53Z,False,sustainable
base-org/node,base-org,node,943,Go,2025-12-23T13:16:23Z,False,sustainable
navidrome/navidrome,navidrome,navidrome,302,Go,2025-12-26T03:01:59Z,False,sustainable
wailsapp/wails,wailsapp,wails,609,Go,2025-12-26T04:15:12Z,False,sustainable
spf13/cobra,spf13,cobra,335,Go,2025-12-10T02:18:50Z,False,sustainable
zitadel/zitadel,zitadel,zitadel,340,Go,2025-12-26T04:12:56Z,False,sustainable
SagerNet/sing-box,SagerNet,sing-box,1120,Go,2025-12-26T03:49:58Z,False,sustainable
coreybutler/nvm-windows,coreybutler,nvm-windows,578,Go,2025-10-06T12:58:49Z,False,sustainable
siglens/siglens,siglens,siglens,265,Go,2025-11-15T19:59:19Z,False,sustainable
junegunn/fzf,junegunn,fzf,691,Go,2025-12-23T23:57:44Z,False,sustainable
gohugoio/hugo,gohugoio,hugo,553,Go,2025-12-25T13:22:14Z,False,sustainable
weaviate/weaviate,weaviate,weaviate,227,Go,2025-12-24T11:02:56Z,False,sustainable
sundowndev/phoneinfoga,sundowndev,phoneinfoga,339,Go,2025-10-20T04:01:45Z,False,sustainable
minio/minio,minio,minio,488,Go,2025-12-03T08:13:17Z,False,sustainable
traefik/traefik,traefik,traefik,402,Go,2025-12-23T15:02:04Z,False,sustainable
abiosoft/colima,abiosoft,colima,364,Go,2025-12-25T19:45:02Z,False,sustainable
bluenviron/mediamtx,bluenviron,mediamtx,312,Go,2025-12-25T17:05:25Z,False,sustainable
jesseduffield/lazygit,jesseduffield,lazygit,716,Go,2025-12-23T16:21:13Z,False,sustainable
uber-go/nilaway,uber-go,nilaway,398,Go,2025-12-09T20:21:06Z,False,sustainable
jmorganca/ollama,jmorganca,ollama,8828,Go,2025-12-24T01:29:00Z,False,sustainable
nektos/act,nektos,act,676,Go,2025-12-01T02:51:08Z,False,sustainable
fyne-io/fyne,fyne-io,fyne,283,Go,2025-12-23T10:36:16Z,False,sustainable
bricks-cloud/BricksLLM,bricks-cloud,BricksLLM,503,Go,2025-01-05T23:47:45Z,False,sustainable
openbao/openbao,openbao,openbao,1064,Go,2025-12-25T15:57:40Z,False,sustainable
kubernetes/kubernetes,kubernetes,kubernetes,810,Go,2025-12-24T07:22:32Z,False,sustainable
opentofu/opentofu,opentofu,opentofu,619,Go,2025-12-23T15:45:43Z,False,sustainable
restic/restic,restic,restic,240,Go,2025-12-03T20:34:28Z,False,sustainable
alist-org/alist,alist-org,alist,1059,Go,2025-12-22T05:58:10Z,False,sustainable
hashicorp/terraform,hashicorp,terraform,482,Go,2025-12-24T14:21:18Z,False,sustainable
charmbracelet/gum,charmbracelet,gum,275,Go,2025-12-08T10:04:23Z,False,sustainable
cloudflare/cloudflared,cloudflare,cloudflared,230,Go,2025-11-21T13:42:56Z,False,sustainable
cilium/cilium,cilium,cilium,276,Go,2025-12-25T19:18:58Z,False,sustainable
nikolaydubina/go-recipes,nikolaydubina,go-recipes,712,Go,2025-12-21T16:37:28Z,False,sustainable
chaitin/SafeLine,chaitin,SafeLine,815,Go,2025-11-05T08:13:12Z,False,sustainable
go-chi/chi,go-chi,chi,262,Go,2025-10-09T19:21:01Z,False,sustainable
zeromicro/go-zero,zeromicro,go-zero,274,Go,2025-12-25T16:21:45Z,False,sustainable
docker/compose,docker,compose,271,Go,2025-12-24T09:02:57Z,False,sustainable
XIU2/CloudflareSpeedTest,XIU2,CloudflareSpeedTest,467,Go,2025-12-15T05:29:57Z,False,sustainable
everywall/ladder,everywall,ladder,318,Go,2024-10-02T07:19:49Z,False,sustainable
vmware-archive/kubeless,vmware-archive,kubeless,6864,Go,2021-12-15T09:33:43Z,True,non_sustainable
hyperhq/hyperd,hyperhq,hyperd,2069,Go,2018-11-29T08:14:19Z,True,non_sustainable
qvest-digital/loginsrv,qvest-digital,loginsrv,1928,Go,2021-02-27T06:20:06Z,False,non_sustainable
schollz/find3,schollz,find3,4759,Go,2022-12-30T00:57:30Z,False,non_sustainable
fvbock/endless,fvbock,endless,4169,Go,2021-11-27T08:54:05Z,False,non_sustainable
olebedev/go-starter-kit,olebedev,go-starter-kit,2802,Go,2018-03-05T19:51:28Z,True,non_sustainable
michenriksen/gitrob,michenriksen,gitrob,6103,Go,2022-09-20T18:09:09Z,True,non_sustainable
Azure/draft-classic,Azure,draft-classic,3900,Go,2024-06-12T21:34:41Z,True,non_sustainable
googlecodelabs/tools,googlecodelabs,tools,4574,Go,2025-07-18T17:35:26Z,True,non_sustainable
gobuffalo/packr,gobuffalo,packr,3397,Go,2021-12-04T19:53:01Z,True,non_sustainable
sourcegraph/thyme,sourcegraph,thyme,2241,Go,2021-10-22T02:33:09Z,True,non_sustainable
giorgisio/goav,giorgisio,goav,2142,Go,2022-05-19T23:28:55Z,False,non_sustainable
go-ego/riot,go-ego,riot,6086,Go,2020-10-13T13:31:05Z,True,non_sustainable
dairongpeng/algorithm-note,dairongpeng,algorithm-note,2054,Go,2022-09-07T13:02:31Z,False,non_sustainable
gernest/utron,gernest,utron,2224,Go,2018-10-28T20:04:59Z,True,non_sustainable
profclems/glab,profclems,glab,2072,Go,2022-10-01T13:58:33Z,True,non_sustainable
chrislusf/glow,chrislusf,glow,3223,Go,2018-11-02T06:09:14Z,False,non_sustainable
cjbassi/gotop,cjbassi,gotop,7411,Go,2023-03-30T19:45:21Z,True,non_sustainable
golang/mock,golang,mock,9386,Go,2024-01-08T08:00:38Z,True,non_sustainable
egonelbre/gophers,egonelbre,gophers,3758,Go,2022-07-06T06:41:07Z,False,non_sustainable
uber/prototool,uber,prototool,5042,Go,2022-03-01T12:56:26Z,True,non_sustainable
fanpei91/torsniff,fanpei91,torsniff,4026,Go,2021-04-26T03:31:06Z,True,non_sustainable
mailgun/godebug,mailgun,godebug,2485,Go,2018-06-16T21:00:55Z,False,non_sustainable
kubernetes-retired/external-storage,kubernetes-retired,external-storage,2703,Go,2020-10-21T11:59:32Z,True,non_sustainable
yunabe/lgo,yunabe,lgo,2459,Go,2020-11-20T07:01:33Z,False,non_sustainable
KubeOperator/KubeOperator,KubeOperator,KubeOperator,4995,Go,2024-07-02T10:27:56Z,True,non_sustainable
yahoo/gryffin,yahoo,gryffin,2065,Go,2021-02-12T21:08:48Z,True,non_sustainable
kardianos/govendor,kardianos,govendor,4916,Go,2020-03-02T05:34:32Z,True,non_sustainable
uber-archive/makisu,uber-archive,makisu,2398,Go,2021-04-20T10:38:19Z,True,non_sustainable
gravitational/teleconsole,gravitational,teleconsole,2768,Go,2021-04-06T03:19:46Z,True,non_sustainable
rapidloop/rtop,rapidloop,rtop,2188,Go,2022-06-06T14:35:54Z,False,non_sustainable
fogleman/ln,fogleman,ln,3346,Go,2019-07-19T09:00:40Z,False,non_sustainable
google/exposure-notifications-server,google,exposure-notifications-server,2567,Go,2023-06-29T15:31:55Z,True,non_sustainable
matrix-org/dendrite,matrix-org,dendrite,5650,Go,2024-11-25T10:18:03Z,True,non_sustainable
mit-pdos/biscuit,mit-pdos,biscuit,2550,Go,2022-10-28T14:51:16Z,False,non_sustainable
jgrahamc/httpdiff,jgrahamc,httpdiff,2076,Go,2021-08-22T18:02:48Z,False,non_sustainable
notaryproject/notary,notaryproject,notary,3282,Go,2024-08-07T19:02:32Z,True,non_sustainable
rebuy-de/aws-nuke,rebuy-de,aws-nuke,5803,Go,2024-10-15T07:47:29Z,True,non_sustainable
andeya/pholcus,andeya,pholcus,7605,Go,2022-11-08T06:29:38Z,False,non_sustainable
evilsocket/xray,evilsocket,xray,2279,Go,2024-07-10T09:43:56Z,True,non_sustainable
attic-labs/noms,attic-labs,noms,7442,Go,2021-08-27T22:44:22Z,True,non_sustainable
adtac/commento,adtac,commento,3776,Go,2022-11-25T15:56:01Z,False,non_sustainable
fogleman/pt,fogleman,pt,2095,Go,2019-03-21T10:07:26Z,False,non_sustainable
arachnys/athenapdf,arachnys,athenapdf,2247,Go,2023-03-06T10:53:07Z,True,non_sustainable
tenable/terrascan,tenable,terrascan,5191,Go,2025-11-20T19:37:10Z,True,non_sustainable
aerokube/selenoid,aerokube,selenoid,2655,Go,2024-12-17T12:13:37Z,True,non_sustainable
geektutu/high-performance-go,geektutu,high-performance-go,3891,Go,2022-11-03T07:29:09Z,False,non_sustainable
AlecAivazis/survey,AlecAivazis,survey,4124,Go,2024-04-07T12:46:27Z,True,non_sustainable
json-iterator/go,json-iterator,go,13925,Go,2024-05-27T09:03:49Z,True,non_sustainable
asticode/go-astilectron,asticode,go-astilectron,4893,Go,2024-02-16T13:49:55Z,True,non_sustainable
Frooodle/Stirling-PDF,Frooodle,Stirling-PDF,8536,Java,2025-12-25T23:39:18Z,False,sustainable
langchain4j/langchain4j,langchain4j,langchain4j,245,Java,2025-12-25T10:00:43Z,False,sustainable
thingsboard/tbmq,thingsboard,tbmq,248,Java,2025-12-23T17:39:53Z,False,sustainable
dbeaver/dbeaver,dbeaver,dbeaver,356,Java,2025-12-26T06:05:33Z,False,sustainable
elastic/elasticsearch,elastic,elasticsearch,384,Java,2025-12-25T11:02:54Z,False,sustainable
termux/termux-app,termux,termux-app,857,Java,2025-12-12T19:04:26Z,False,sustainable
Archmage83/tvapk,Archmage83,tvapk,278,Java,2025-12-19T07:04:41Z,False,sustainable
YunaiV/ruoyi-vue-pro,YunaiV,ruoyi-vue-pro,438,Java,2025-12-25T14:52:02Z,False,sustainable
ReChronoRain/HyperCeiler,ReChronoRain,HyperCeiler,259,Java,2025-12-12T22:07:38Z,False,sustainable
spring-projects/spring-framework,spring-projects,spring-framework,315,Java,2025-12-25T10:26:32Z,False,sustainable
dromara/hutool,dromara,hutool,240,Java,2025-12-26T01:44:07Z,False,sustainable
yuliskov/SmartTube,yuliskov,SmartTube,631,Java,2025-12-26T02:50:43Z,False,sustainable
Card-Forge/forge,Card-Forge,forge,306,Java,2025-12-24T10:10:00Z,False,sustainable
SeleniumHQ/selenium,SeleniumHQ,selenium,406,Java,2025-12-26T00:20:31Z,False,sustainable
apache/doris,apache,doris,262,Java,2025-12-26T06:25:35Z,False,sustainable
xuchengsheng/spring-reading,xuchengsheng,spring-reading,1916,Java,2024-07-29T06:13:59Z,False,sustainable
doocs/advanced-java,doocs,advanced-java,308,Java,2025-11-08T00:30:06Z,False,sustainable
LSPosed/LSPosed,LSPosed,LSPosed,505,Java,2025-03-04T21:28:36Z,False,sustainable
Stirling-Tools/Stirling-PDF,Stirling-Tools,Stirling-PDF,285,Java,2025-12-25T23:39:18Z,False,sustainable
TheAlgorithms/Java,TheAlgorithms,Java,348,Java,2025-12-22T20:16:01Z,False,sustainable
chat2db/Chat2DB,chat2db,Chat2DB,532,Java,2025-12-19T18:44:58Z,False,sustainable
spring-projects/spring-boot,spring-projects,spring-boot,465,Java,2025-12-24T13:51:18Z,False,sustainable
Anuken/Mindustry,Anuken,Mindustry,616,Java,2025-12-26T00:46:14Z,False,sustainable
ashishps1/awesome-low-level-design,ashishps1,awesome-low-level-design,557,Java,2025-10-25T14:41:17Z,False,sustainable
halo-dev/halo,halo-dev,halo,640,Java,2025-12-26T04:02:58Z,False,sustainable
macrozheng/mall,macrozheng,mall,961,Java,2025-10-17T06:27:15Z,False,sustainable
Snailclimb/JavaGuide,Snailclimb,JavaGuide,816,Java,2025-12-24T12:34:03Z,False,sustainable
SPLWare/esProc,SPLWare,esProc,651,Java,2025-12-22T11:29:34Z,False,sustainable
xpipe-io/xpipe,xpipe-io,xpipe,381,Java,2025-12-25T20:29:41Z,False,sustainable
iBotPeaches/Apktool,iBotPeaches,Apktool,227,Java,2025-12-22T19:12:23Z,False,sustainable
StarRocks/starrocks,StarRocks,starrocks,595,Java,2025-12-26T06:15:51Z,False,sustainable
ashishps1/awesome-system-design-resources,ashishps1,awesome-system-design-resources,2202,Java,2025-12-25T13:55:22Z,False,sustainable
keycloak/keycloak,keycloak,keycloak,347,Java,2025-12-26T00:16:52Z,False,sustainable
doocs/leetcode,doocs,leetcode,474,Java,2025-12-26T00:38:44Z,False,sustainable
krahets/hello-algo,krahets,hello-algo,6019,Java,2025-10-30T12:27:41Z,False,sustainable
houbb/sensitive-word,houbb,sensitive-word,251,Java,2025-12-24T16:47:42Z,False,sustainable
xkcoding/spring-boot-demo,xkcoding,spring-boot-demo,267,Java,2024-07-24T02:02:52Z,False,sustainable
conductor-oss/conductor,conductor-oss,conductor,1046,Java,2025-12-19T17:00:43Z,False,sustainable
alibaba/nacos,alibaba,nacos,255,Java,2025-12-25T02:15:02Z,False,sustainable
Skythinker616/gpt-assistant-android,Skythinker616,gpt-assistant-android,332,Java,2025-05-06T06:20:25Z,False,sustainable
ashishps1/awesome-low-low-design,ashishps1,awesome-low-low-design,458,Java,2025-10-25T14:41:17Z,False,sustainable
GrowingGit/GitHub-Chinese-Top-Charts,GrowingGit,GitHub-Chinese-Top-Charts,2298,Java,2024-10-12T06:51:36Z,False,sustainable
dataease/dataease,dataease,dataease,377,Java,2025-12-25T11:01:50Z,False,sustainable
TeamNewPipe/NewPipe,TeamNewPipe,NewPipe,602,Java,2025-12-25T09:31:49Z,False,sustainable
blossom-editor/blossom,blossom-editor,blossom,689,Java,2025-12-23T23:00:05Z,False,sustainable
ReVanced/revanced-patches,ReVanced,revanced-patches,231,Java,2025-12-26T00:12:14Z,False,sustainable
gyoogle/tech-interview-for-developer,gyoogle,tech-interview-for-developer,240,Java,2025-06-04T08:16:06Z,False,sustainable
OpenAPITools/openapi-generator,OpenAPITools,openapi-generator,276,Java,2025-12-23T05:25:05Z,False,sustainable
Team-xManager/xManager,Team-xManager,xManager,303,Java,2025-08-15T13:13:07Z,False,sustainable
FongMi/TV,FongMi,TV,253,Java,2025-12-22T07:28:25Z,False,sustainable
alibaba/UltraViewPager,alibaba,UltraViewPager,4971,Java,2021-07-14T04:48:51Z,True,non_sustainable
google/binnavi,google,binnavi,2896,Java,2020-10-23T07:04:37Z,True,non_sustainable
javagrowing/JGrowing,javagrowing,JGrowing,4560,Java,2020-10-13T13:45:13Z,False,non_sustainable
roughike/BottomBar,roughike,BottomBar,8382,Java,2021-09-16T11:19:06Z,False,non_sustainable
roncoo/roncoo-pay,roncoo,roncoo-pay,4955,Java,2022-12-31T13:23:01Z,False,non_sustainable
facebookarchive/shimmer-android,facebookarchive,shimmer-android,5365,Java,2023-03-23T16:44:24Z,True,non_sustainable
square/sqlbrite,square,sqlbrite,4539,Java,2020-08-17T16:20:56Z,True,non_sustainable
timusus/Shuttle,timusus,Shuttle,2186,Java,2022-12-28T23:40:53Z,True,non_sustainable
crazycodeboy/TakePhoto,crazycodeboy,TakePhoto,7245,Java,2019-08-26T09:42:27Z,False,non_sustainable
luizgrp/SectionedRecyclerViewAdapter,luizgrp,SectionedRecyclerViewAdapter,1685,Java,2022-02-27T11:51:14Z,True,non_sustainable
opentracing/opentracing-java,opentracing,opentracing-java,1689,Java,2021-10-11T22:23:48Z,True,non_sustainable
bjmashibing/InternetArchitect,bjmashibing,InternetArchitect,4282,Java,2022-12-14T20:42:20Z,False,non_sustainable
fython/MaterialStepperView,fython,MaterialStepperView,2172,Java,2020-02-12T08:17:00Z,True,non_sustainable
qstumn/BadgeView,qstumn,BadgeView,3975,Java,2021-03-30T01:28:09Z,False,non_sustainable
YahooArchive/anthelion,YahooArchive,anthelion,2843,Java,2015-12-17T07:21:20Z,True,non_sustainable
Karumi/Dexter,Karumi,Dexter,5210,Java,2021-07-02T10:55:40Z,True,non_sustainable
florent37/ViewAnimator,florent37,ViewAnimator,2713,Java,2021-03-23T18:49:14Z,True,non_sustainable
crossoverJie/SSM,crossoverJie,SSM,3436,Java,2018-07-02T14:32:39Z,True,non_sustainable
apache/servicecomb-pack,apache,servicecomb-pack,1916,Java,2024-10-03T18:46:26Z,True,non_sustainable
facebookarchive/device-year-class,facebookarchive,device-year-class,2584,Java,2020-02-28T22:16:43Z,True,non_sustainable
yhaolpz/FloatWindow,yhaolpz,FloatWindow,4197,Java,2021-10-13T09:50:11Z,False,non_sustainable
ximsfei/Android-skin-support,ximsfei,Android-skin-support,6519,Java,2020-09-03T06:06:18Z,False,non_sustainable
yipianfengye/android-zxingLibrary,yipianfengye,android-zxingLibrary,5011,Java,2021-08-20T19:07:06Z,False,non_sustainable
andOTP/andOTP,andOTP,andOTP,3736,Java,2022-06-14T05:44:55Z,True,non_sustainable
florent37/MaterialViewPager,florent37,MaterialViewPager,8106,Java,2018-10-12T01:11:20Z,True,non_sustainable
aa112901/remusic,aa112901,remusic,6381,Java,2018-07-20T03:52:21Z,False,non_sustainable
bin456789/Unblock163MusicClient-Xposed,bin456789,Unblock163MusicClient-Xposed,2530,Java,2022-06-30T01:13:33Z,True,non_sustainable
android/views-widgets-samples,android,views-widgets-samples,5169,Java,2025-07-11T13:00:08Z,True,non_sustainable
hansonwang99/Spring-Boot-In-Action,hansonwang99,Spring-Boot-In-Action,4707,Java,2022-12-16T04:38:12Z,False,non_sustainable
ChrisRM/material-theme-jetbrains,ChrisRM,material-theme-jetbrains,7782,Java,2022-01-26T21:43:17Z,False,non_sustainable
airsonic/airsonic,airsonic,airsonic,2025,Java,2021-08-11T21:09:11Z,True,non_sustainable
android/animation-samples,android,animation-samples,2617,Java,2024-12-09T13:19:38Z,True,non_sustainable
ogaclejapan/SmartTabLayout,ogaclejapan,SmartTabLayout,7089,Java,2020-06-03T06:02:33Z,False,non_sustainable
rubensousa/GravitySnapHelper,rubensousa,GravitySnapHelper,4998,Java,2022-01-24T11:27:08Z,False,non_sustainable
GCX-HCI/tray,GCX-HCI,tray,2283,Java,2021-03-16T13:37:45Z,True,non_sustainable
alibaba/Tangram-Android,alibaba,Tangram-Android,4105,Java,2021-07-14T04:43:37Z,True,non_sustainable
linyiqun/DataMiningAlgorithm,linyiqun,DataMiningAlgorithm,3942,Java,2016-03-26T13:15:34Z,False,non_sustainable
florent37/CameraFragment,florent37,CameraFragment,2292,Java,2020-08-06T14:11:49Z,True,non_sustainable
twitter-archive/distributedlog,twitter-archive,distributedlog,2214,Java,2020-02-25T19:15:10Z,True,non_sustainable
apache/incubator-heron,apache,incubator-heron,3680,Java,2023-03-01T15:11:08Z,True,non_sustainable
google/agera,google,agera,7153,Java,2022-01-13T14:58:57Z,True,non_sustainable
facebookarchive/react-native-fbsdk,facebookarchive,react-native-fbsdk,2980,Java,2021-03-26T23:24:22Z,True,non_sustainable
liyifeng1994/ssm,liyifeng1994,ssm,5952,Java,2022-12-16T05:53:22Z,False,non_sustainable
dodola/HotFix,dodola,HotFix,1785,Java,2017-08-10T11:27:31Z,True,non_sustainable
hongyangAndroid/FlowLayout,hongyangAndroid,FlowLayout,5588,Java,2019-10-13T14:59:04Z,False,non_sustainable
Curzibn/Luban,Curzibn,Luban,13672,Java,2021-11-06T13:32:29Z,False,non_sustainable
laobie/StatusBarUtil,laobie,StatusBarUtil,8785,Java,2022-06-24T09:55:37Z,False,non_sustainable
vran-dev/PrettyZoo,vran-dev,PrettyZoo,3243,Java,2024-01-09T14:17:44Z,True,non_sustainable
hongyangAndroid/okhttputils,hongyangAndroid,okhttputils,6861,Java,2022-10-12T06:21:59Z,False,non_sustainable
facebook/screenshot-tests-for-android,facebook,screenshot-tests-for-android,1750,Java,2025-11-10T16:55:23Z,True,non_sustainable
