repo_name,owner,repo,stars,language,pushed_at,archived,sustainability_status,api_status,code_review_score,has_code_of_conduct,has_contributing,has_issue_template,has_license,has_pull_request_template,has_readme,health_percentage,maintained_score,overall_score,median_issue_response_days,median_pr_review_days,total_commits,unique_contributors,forks_count,network_count,stars_count,status,watchers_count,bus_factor,contributor_diversity_gini,num_contributors
clash-verge-rev/clash-verge-rev,clash-verge-rev,clash-verge-rev,2521,TypeScript,2025-12-26T06:04:40Z,False,sustainable,success,,False,True,False,True,False,True,50,,,0.125,0.125,3079.0,4.0,6567,6567,89086,success,257,6.0,0.9113,122
janhq/jan,janhq,jan,450,TypeScript,2025-12-26T05:16:28Z,False,sustainable,success,,False,True,False,True,True,True,62,,,2.208333333333333,0.0,139000.0,20.0,2459,2459,39868,success,209,13.0,0.8637,110
dataelement/bisheng,dataelement,bisheng,585,TypeScript,2025-12-25T12:48:21Z,False,sustainable,success,,True,False,False,True,False,True,62,,,1.2083333333333333,0.0,19440.0,14.0,1742,1742,10750,success,614,4.0,0.8769,41
mattermost/focalboard,mattermost,focalboard,438,TypeScript,2025-10-27T10:12:44Z,False,sustainable,success,10.0,False,True,False,True,True,True,75,0.0,5.7,2.0,0.75,94.0,5.0,2440,2440,25631,success,158,16.0,0.8678,244
yangshun/tech-interview-handbook,yangshun,tech-interview-handbook,1196,TypeScript,2025-11-18T07:55:58Z,False,sustainable,success,8.0,True,True,False,True,False,True,71,2.0,4.4,0.0,0.0416666666666666,30.0,1.0,16332,16332,136434,success,2205,10.0,0.8375,167
upscayl/upscayl,upscayl,upscayl,1113,TypeScript,2025-12-19T21:39:17Z,False,sustainable,success,,False,False,False,True,False,True,37,,,0.0,0.0,2202.0,5.0,1995,1995,41938,success,190,3.0,0.8995,46
triggerdotdev/trigger.dev,triggerdotdev,trigger.dev,393,TypeScript,2025-12-25T08:54:20Z,False,sustainable,success,,True,True,False,True,True,True,75,,,0.9166666666666666,0.0,138277.0,8.0,937,937,13122,success,43,3.0,0.947,121
framer/motion,framer,motion,264,TypeScript,2025-12-12T00:51:59Z,False,sustainable,success,0.0,False,True,False,True,False,True,62,10.0,3.2,1.75,0.125,58793.0,5.0,1068,1068,30594,success,109,1.0,0.9647,122
outline/outline,outline,outline,499,TypeScript,2025-12-25T21:04:59Z,False,sustainable,success,0.0,True,False,False,True,False,True,75,10.0,5.5,0.0,0.0833333333333333,151161.0,7.0,3005,3005,36448,success,177,3.0,0.9605,211
formkit/auto-animate,formkit,auto-animate,364,TypeScript,2025-12-16T18:22:59Z,False,sustainable,success,,False,False,False,True,False,True,37,,,14.041666666666666,164.33333333333334,7.0,2.0,245,245,13685,success,30,4.0,0.8104,41
immich-app/immich,immich-app,immich,2023,TypeScript,2025-12-26T04:29:33Z,False,sustainable,success,,True,False,False,True,True,True,75,,,0.0416666666666666,0.0416666666666666,493933.0,23.0,4617,4617,87479,success,284,18.0,0.8799,300
openai-translator/openai-translator,openai-translator,openai-translator,637,TypeScript,2025-12-12T08:12:36Z,False,sustainable,success,,False,False,False,True,False,True,37,,,1.2916666666666667,1.0833333333333333,29745.0,3.0,1834,1834,24778,success,128,4.0,0.8573,97
colinhacks/zod,colinhacks,zod,641,TypeScript,2025-12-23T20:28:22Z,False,sustainable,success,4.0,True,True,False,True,False,True,71,10.0,4.2,0.7083333333333333,1.0416666666666667,21751.0,4.0,1736,1736,41188,success,76,57.0,0.7505,300
solidjs/solid,solidjs,solid,324,TypeScript,2025-12-17T23:30:34Z,False,sustainable,success,5.0,True,True,False,True,True,True,87,10.0,4.5,0.1666666666666666,0.0,128.0,2.0,1024,1024,34795,success,219,3.0,0.8837,172
wasp-lang/wasp,wasp-lang,wasp,464,TypeScript,2025-12-24T10:36:11Z,False,sustainable,success,5.0,True,True,False,True,True,True,100,10.0,4.8,3.625,0.0833333333333333,25370.0,7.0,1413,1413,18022,success,69,6.0,0.8959,103
conventional-changelog/commitlint,conventional-changelog,commitlint,347,TypeScript,2025-12-24T10:13:56Z,False,sustainable,success,5.0,True,True,False,True,True,True,75,10.0,5.4,0.4166666666666666,0.5,69529.0,3.0,952,952,18213,success,62,4.0,0.8988,261
clauderic/dnd-kit,clauderic,dnd-kit,371,TypeScript,2025-12-15T17:17:21Z,False,sustainable,success,5.0,False,False,False,True,False,True,42,3.0,3.2,2.75,0.9166666666666666,452.0,2.0,830,830,16309,success,39,2.0,0.8351,43
ant-design/ant-design-web3,ant-design,ant-design-web3,447,TypeScript,2025-12-22T08:09:40Z,False,sustainable,success,,False,True,False,True,True,True,62,,,0.2083333333333333,0.0,26098.0,14.0,186,186,1108,success,15,6.0,0.8475,61
webpro/knip,webpro,knip,322,TypeScript,2025-12-24T07:36:23Z,False,sustainable,success,,True,True,False,True,True,True,75,,,0.125,0.2916666666666666,1145.0,1.0,329,329,9765,success,12,1.0,0.9362,192
FlowiseAI/Flowise,FlowiseAI,Flowise,836,TypeScript,2025-12-23T19:22:32Z,False,sustainable,success,,True,True,False,True,False,True,75,,,1.1666666666666667,0.7083333333333333,54048.0,5.0,23434,23434,47586,success,333,12.0,0.8679,268
3rd/tsdiagram,3rd,tsdiagram,254,TypeScript,2025-12-02T23:05:03Z,False,sustainable,success,,False,False,False,True,False,True,42,,,0.2916666666666666,,16.0,1.0,22,22,550,success,11,1.0,0.4926,2
vueuse/vueuse,vueuse,vueuse,345,TypeScript,2025-12-20T02:42:29Z,False,sustainable,success,9.0,True,True,False,True,True,True,75,10.0,4.7,3.5,6.083333333333333,638.0,3.0,2852,2852,21968,success,127,33.0,0.8119,300
TanStack/query,TanStack,query,417,TypeScript,2025-12-23T08:15:02Z,False,sustainable,success,,False,True,False,True,True,True,62,,,0.7083333333333333,0.375,10105.0,11.0,3625,3625,47920,success,213,18.0,0.8491,300
omnivore-app/omnivore,omnivore-app,omnivore,573,TypeScript,2025-12-04T18:00:25Z,False,sustainable,success,,False,True,False,True,False,True,75,,,1.5,0.0416666666666666,369013.0,4.0,1244,1244,15730,success,59,2.0,0.9593,84
zadam/trilium,zadam,trilium,436,TypeScript,2025-12-25T21:42:49Z,False,sustainable,success,2.0,True,False,False,True,False,True,62,10.0,5.1,0.5416666666666666,0.0,277.0,1.0,2237,2237,33692,success,279,4.0,0.9588,275
openai/openai-node,openai,openai-node,287,TypeScript,2025-12-19T03:28:40Z,False,sustainable,success,,False,True,False,True,True,True,75,,,0.5833333333333333,0.125,12895.0,7.0,1351,1351,10472,success,149,3.0,0.8788,49
f/awesome-chatgpt-prompts,f,awesome-chatgpt-prompts,2253,TypeScript,2025-12-26T03:34:32Z,False,sustainable,success,,False,True,False,True,True,True,71,,,0.4117361111111111,1.7916666666666667,26.0,1.0,18675,18675,140935,success,1535,74.0,0.7176,244
iptv-org/iptv,iptv-org,iptv,1428,TypeScript,2025-12-26T00:13:20Z,False,sustainable,success,1.0,True,True,False,True,False,True,75,10.0,5.0,0.7083333333333333,0.2916666666666666,63459.0,11.0,5031,5031,107119,success,2005,10.0,0.9383,300
element-plus/element-plus,element-plus,element-plus,255,TypeScript,2025-12-25T13:59:54Z,False,sustainable,success,10.0,True,True,False,True,True,True,75,10.0,3.4,0.125,0.5833333333333333,103565.0,19.0,19724,19724,26995,success,212,37.0,0.8051,300
Bin-Huang/chatbox,Bin-Huang,chatbox,564,TypeScript,2025-11-28T14:39:47Z,False,sustainable,success,,False,False,False,True,True,True,50,,,4.291666666666667,19.625,63.0,1.0,3837,3837,37900,success,209,3.0,0.8777,57
Platane/snk,Platane,snk,306,TypeScript,2025-12-21T09:31:40Z,False,sustainable,success,0.0,False,False,False,False,False,True,28,10.0,3.9,1.5,0.0,29.0,2.0,2142,2142,5462,success,18,1.0,0.8141,6
tldraw/tldraw,tldraw,tldraw,1651,TypeScript,2025-12-26T02:33:52Z,False,sustainable,success,,True,True,False,True,True,True,87,,,0.0,0.1666666666666666,501605.0,14.0,2899,2899,44342,success,170,5.0,0.9288,205
RealKai42/qwerty-learner,RealKai42,qwerty-learner,401,TypeScript,2025-12-12T05:15:18Z,False,sustainable,success,,False,True,False,True,False,True,57,,,5.666666666666667,4.75,155.0,1.0,2295,2295,21147,success,89,17.0,0.7967,137
angular/angular,angular,angular,515,TypeScript,2025-12-18T21:06:37Z,False,sustainable,success,10.0,True,True,True,True,True,True,87,10.0,6.6,0.0416666666666666,0.125,88787.0,18.0,26949,26949,99576,success,2971,39.0,0.8198,300
d3george/slash-admin,d3george,slash-admin,647,TypeScript,2025-08-12T14:14:33Z,False,sustainable,success,,False,False,False,True,False,True,42,,,0.125,3.0,196.0,1.0,527,527,2878,success,22,1.0,0.8901,22
pheralb/svgl,pheralb,svgl,701,TypeScript,2025-12-23T12:50:51Z,False,sustainable,success,,False,False,False,True,True,True,57,,,3.083333333333333,13.166666666666666,713.0,1.0,746,746,5355,success,13,9.0,0.8565,194
calcom/cal.com,calcom,cal.com,528,TypeScript,2025-12-26T04:47:52Z,False,sustainable,success,,True,True,False,True,True,True,100,,,0.75,0.0416666666666666,1184775.0,34.0,11391,11391,39439,success,178,24.0,0.8613,300
streetwriters/notesnook,streetwriters,notesnook,385,TypeScript,2025-12-26T06:25:16Z,False,sustainable,success,,True,True,False,True,False,True,75,,,2.208333333333333,0.9583333333333331,469274.0,3.0,886,886,13399,success,74,2.0,0.9467,42
wg-easy/wg-easy,wg-easy,wg-easy,342,TypeScript,2025-12-22T04:15:13Z,False,sustainable,success,,False,True,False,True,True,True,62,,,0.1666666666666666,0.0833333333333333,8225.0,5.0,2265,2265,23792,success,131,6.0,0.8574,93
udecode/plate,udecode,plate,1251,TypeScript,2025-12-23T06:53:39Z,False,sustainable,success,0.0,False,False,False,True,True,True,62,10.0,3.8,0.3333333333333333,0.0416666666666666,119127.0,11.0,941,941,15667,success,53,4.0,0.9292,227
huntabyte/shadcn-svelte,huntabyte,shadcn-svelte,301,TypeScript,2025-12-23T11:49:28Z,False,sustainable,success,,False,True,False,True,True,True,71,,,0.2083333333333333,0.2916666666666666,8347.0,5.0,495,495,8041,success,49,5.0,0.8586,170
informalsystems/quint,informalsystems,quint,292,TypeScript,2025-12-24T17:14:35Z,False,sustainable,success,,False,True,False,True,True,True,62,,,2.6666666666666665,0.625,17512.0,8.0,104,104,1111,success,23,2.0,0.9308,67
stuffmatic/fSpy,stuffmatic,fSpy,2436,TypeScript,2022-12-08T17:16:22Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,3.8333333333333335,,,,222,222,2436,success,80,1.0,0.6631,3
bitwarden/desktop,bitwarden,desktop,3534,TypeScript,2022-07-22T16:59:56Z,True,non_sustainable,success,10.0,False,True,False,True,True,True,75,0.0,4.7,0.1182754629629629,,,,391,391,3534,success,88,4.0,0.9095,66
jiayihu/pretty-algorithms,jiayihu,pretty-algorithms,2183,TypeScript,2017-08-26T19:27:47Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,0.0115625,,,,101,101,2183,success,48,1.0,0.6934,4
kactus-io/kactus,kactus-io,kactus,1508,TypeScript,2022-07-22T08:24:14Z,False,non_sustainable,success,0.0,True,True,False,True,True,True,75,0.0,3.1,0.3739351851851852,,,,80,80,1509,success,35,5.0,0.9506,215
sebholstein/angular-google-maps,sebholstein,angular-google-maps,2026,TypeScript,2024-06-06T13:27:05Z,True,non_sustainable,success,,False,True,True,True,False,True,57,,,0.0833333333333333,,,,815,815,2026,success,92,2.0,0.843,68
mobxjs/mobx-react,mobxjs,mobx-react,4832,TypeScript,2020-12-30T16:19:32Z,True,non_sustainable,success,0.0,False,True,False,True,True,True,62,0.0,2.5,0.0270717592592592,,,,347,347,4832,success,83,7.0,0.8478,80
smeijer/unimported,smeijer,unimported,1975,TypeScript,2024-03-10T19:22:40Z,True,non_sustainable,success,6.0,False,False,False,True,False,True,42,0.0,3.8,0.0,,1.0,1.0,72,72,1975,success,7,4.0,0.788,35
will-stone/browserosaurus,will-stone,browserosaurus,1973,TypeScript,2025-08-02T20:43:21Z,True,non_sustainable,success,2.0,False,True,False,True,False,True,57,0.0,2.9,0.125,,39.0,1.0,184,184,1973,success,19,1.0,0.9335,65
SteveSandersonMS/WebWindow,SteveSandersonMS,WebWindow,1979,TypeScript,2023-01-07T11:53:40Z,True,non_sustainable,success,,False,False,False,True,False,True,42,,,1.126875,,,,210,210,1979,success,112,2.0,0.6368,6
dabbott/react-native-express,dabbott,react-native-express,1866,TypeScript,2022-05-31T10:09:15Z,False,non_sustainable,success,3.0,False,False,False,True,False,True,42,0.0,2.1,0.5282291666666666,,,,147,147,1866,success,31,1.0,0.872,25
vmware-archive/clarity,vmware-archive,clarity,6412,TypeScript,2023-03-16T01:37:07Z,True,non_sustainable,success,,True,True,False,True,True,True,87,,,54.548101851851854,,,,748,748,6412,success,202,9.0,0.8504,89
kubernetes-retired/kui,kubernetes-retired,kui,2913,TypeScript,2025-07-12T22:06:01Z,True,non_sustainable,success,,True,True,False,True,True,True,87,,,90.00966435185185,,,,189,189,2913,success,33,1.0,0.9323,24
rematch/rematch,rematch,rematch,8435,TypeScript,2023-09-27T10:20:18Z,True,non_sustainable,success,3.0,True,True,False,True,False,True,87,0.0,2.8,6.208333333333333,,,,415,415,8435,success,101,4.0,0.8911,93
ConsenSys-archive/ganache,ConsenSys-archive,ganache,2641,TypeScript,2024-01-29T22:09:03Z,True,non_sustainable,success,,False,True,False,True,False,True,62,,,1.354375,,,,681,681,2641,success,51,9.0,0.8558,112
kaorun343/vue-property-decorator,kaorun343,vue-property-decorator,5500,TypeScript,2023-04-11T05:28:16Z,True,non_sustainable,success,1.0,False,False,False,True,False,True,42,0.0,1.9,0.2275,,,,379,379,5500,success,54,7.0,0.7681,40
googleworkspace/md2googleslides,googleworkspace,md2googleslides,4700,TypeScript,2025-11-18T23:27:06Z,True,non_sustainable,success,2.0,False,True,False,True,False,True,62,0.0,3.8,0.0,,,,322,322,4700,success,71,3.0,0.7644,16
alm-tools/alm,alm-tools,alm,3015,TypeScript,2022-05-15T23:44:16Z,False,non_sustainable,success,0.0,False,True,False,True,False,True,50,0.0,1.6,1.2897453703703703,,,,179,179,3015,success,59,1.0,0.7909,5
alexjoverm/typescript-library-starter,alexjoverm,typescript-library-starter,4377,TypeScript,2022-04-07T13:09:07Z,False,non_sustainable,success,8.0,True,True,False,True,False,True,71,0.0,4.1,0.0,,,,489,489,4377,success,44,2.0,0.8449,37
rangle/augury,rangle,augury,2001,TypeScript,2021-09-10T17:24:57Z,True,non_sustainable,success,8.0,True,True,True,True,False,True,62,0.0,2.8,0.2032638888888888,,,,214,214,2001,success,65,5.0,0.8419,45
propelml/propel,propelml,propel,2698,TypeScript,2018-05-29T06:55:08Z,True,non_sustainable,success,10.0,False,False,False,True,False,True,37,0.0,5.0,1.115173611111111,,,,73,73,2698,success,78,2.0,0.8599,16
yuanqing/vdx,yuanqing,vdx,1663,TypeScript,2021-02-27T07:45:42Z,False,non_sustainable,success,0.0,False,False,False,True,False,True,42,0.0,2.5,1.910810185185185,,,,28,28,1663,success,15,1.0,0.7297,4
kentcdodds/cross-env,kentcdodds,cross-env,6523,TypeScript,2025-11-16T14:11:37Z,True,non_sustainable,success,4.0,False,True,True,True,True,True,71,0.0,4.0,2.309270833333333,,,,258,258,6523,success,39,27.0,0.456,47
bloomrpc/bloomrpc,bloomrpc,bloomrpc,9013,TypeScript,2023-01-04T07:51:04Z,True,non_sustainable,success,,False,False,False,True,False,True,37,,,40.60076388888889,,,,469,469,9013,success,72,6.0,0.6953,30
onivim/oni,onivim,oni,11285,TypeScript,2020-04-01T15:27:11Z,True,non_sustainable,success,,True,True,True,True,False,True,62,,,0.0001273148148148,,,,299,299,11285,success,206,4.0,0.8878,81
remaxjs/remax,remaxjs,remax,4583,TypeScript,2024-03-07T08:51:04Z,True,non_sustainable,success,2.0,True,True,False,True,False,True,75,0.0,2.7,0.1256712962962963,,1.0,1.0,367,367,4583,success,64,3.0,0.9119,83
radix-ui/design-system,radix-ui,design-system,2278,TypeScript,2024-03-15T11:16:15Z,True,non_sustainable,success,0.0,False,False,False,True,False,True,37,0.0,2.0,0.2090509259259259,,1.0,1.0,176,176,2278,success,16,4.0,0.7336,17
midwayjs/pandora,midwayjs,pandora,3069,TypeScript,2021-07-14T15:23:28Z,True,non_sustainable,success,4.0,False,True,False,True,False,True,50,0.0,3.2,,,,,172,172,3069,success,106,2.0,0.7942,12
gajus/redux-immutable,gajus,redux-immutable,1876,TypeScript,2022-03-28T21:47:31Z,False,non_sustainable,success,1.0,False,False,False,True,False,True,42,0.0,3.1,7.3373842592592595,,,,84,84,1876,success,26,1.0,0.8205,8
cloud-annotations/cloud-annotations,cloud-annotations,cloud-annotations,2687,TypeScript,2022-07-12T17:41:45Z,False,non_sustainable,success,,False,False,False,True,False,True,37,,,0.9725462962962964,,,,452,452,2687,success,96,1.0,0.818,8
cs01/termpair,cs01,termpair,1723,TypeScript,2022-06-22T06:17:15Z,False,non_sustainable,success,0.0,False,True,False,True,True,True,71,0.0,2.3,0.2496296296296296,,,,74,74,1723,success,16,1.0,0.5,3
benawad/lireddit,benawad,lireddit,1764,TypeScript,2022-08-15T11:50:55Z,False,non_sustainable,success,,False,False,False,True,False,True,28,,,5.43412037037037,,,,456,456,1764,success,24,1.0,1.0,1
s-panferov/awesome-typescript-loader,s-panferov,awesome-typescript-loader,2349,TypeScript,2019-10-31T17:37:45Z,True,non_sustainable,success,5.0,False,True,False,True,False,True,57,0.0,2.3,3.985891203703704,,,,179,179,2349,success,27,1.0,0.8547,58
johnagan/clean-webpack-plugin,johnagan,clean-webpack-plugin,1955,TypeScript,2021-09-01T13:46:08Z,False,non_sustainable,success,9.0,False,False,True,True,False,True,42,0.0,4.2,1.75,,,,137,137,1955,success,18,5.0,0.6922,22
outline/rich-markdown-editor,outline,rich-markdown-editor,2929,TypeScript,2022-01-17T09:00:09Z,True,non_sustainable,success,1.0,False,False,False,True,False,True,62,0.0,1.9,0.1141782407407407,,,,597,597,2929,success,35,1.0,0.9206,44
brunnolou/react-morph,brunnolou,react-morph,2554,TypeScript,2022-12-12T12:34:24Z,False,non_sustainable,success,0.0,False,False,False,False,False,True,28,0.0,1.3,0.0023842592592592,,,,45,45,2554,success,18,1.0,0.7727,6
facebookarchive/redux-react-hook,facebookarchive,redux-react-hook,2152,TypeScript,2021-11-09T17:28:27Z,True,non_sustainable,success,,True,True,False,True,False,True,62,,,0.2357523148148148,,,,100,100,2152,success,32,2.0,0.7937,15
beizhedenglong/rough-charts,beizhedenglong,rough-charts,1548,TypeScript,2020-11-03T17:52:46Z,False,non_sustainable,success,0.0,False,False,False,True,False,True,42,0.0,2.5,0.1613425925925926,,,,57,57,1548,success,15,1.0,0.4844,2
meetalva/alva,meetalva,alva,3711,TypeScript,2022-06-24T23:01:00Z,True,non_sustainable,success,8.0,True,True,False,True,True,True,75,0.0,2.8,23.14918981481481,,,,220,220,3711,success,117,4.0,0.8381,31
expo/expo-cli,expo,expo-cli,2659,TypeScript,2023-12-30T13:33:59Z,True,non_sustainable,success,2.0,True,True,False,False,True,True,62,0.0,2.1,0.6280787037037037,,,,479,479,2659,success,49,11.0,0.9011,175
Qihoo360/wayne,Qihoo360,wayne,3712,TypeScript,2022-05-31T00:52:04Z,False,non_sustainable,success,6.0,False,False,False,True,True,True,50,0.0,2.6,5.166666666666667,,,,831,831,3712,success,150,3.0,0.8319,27
alephjs/aleph.js,alephjs,aleph.js,5222,TypeScript,2025-07-06T02:54:52Z,True,non_sustainable,success,1.0,True,True,False,True,False,True,62,0.0,2.1,0.1686111111111111,,,,166,166,5222,success,39,1.0,0.9483,48
Elderjs/elderjs,Elderjs,elderjs,2125,TypeScript,2022-11-21T10:44:49Z,False,non_sustainable,success,0.0,False,False,False,True,False,True,37,0.0,2.6,0.0416666666666666,,,,51,51,2125,success,18,2.0,0.8148,19
sentialx/multrin,sentialx,multrin,2303,TypeScript,2021-06-23T13:58:30Z,True,non_sustainable,success,,False,False,False,True,False,True,57,,,96.80971064814815,,,,156,156,2303,success,74,1.0,0.7361,4
pedronauck/react-adopt,pedronauck,react-adopt,1671,TypeScript,2022-12-07T09:01:35Z,False,non_sustainable,success,1.0,False,True,False,True,False,True,57,0.0,2.1,,,,,56,56,1671,success,11,1.0,0.7861,9
microsoft/code-push,microsoft,code-push,4425,TypeScript,2025-05-20T11:58:18Z,True,non_sustainable,success,9.0,True,False,True,True,False,True,62,0.0,5.3,0.0,0.0416666666666666,34.0,5.0,529,529,4425,success,121,6.0,0.8122,52
joe-bell/plaiceholder,joe-bell,plaiceholder,2330,TypeScript,2023-05-24T17:31:36Z,True,non_sustainable,success,0.0,True,True,True,True,True,True,85,0.0,2.8,,,,,76,76,2330,success,8,2.0,0.7836,8
microsoft/vscode-go,microsoft,vscode-go,5921,TypeScript,2020-06-10T17:27:08Z,True,non_sustainable,success,,True,True,False,True,False,True,75,,,0.137662037037037,,,,643,643,5921,success,219,12.0,0.8387,232
appbaseio/mirage,appbaseio,mirage,2207,TypeScript,2022-12-02T23:51:22Z,False,non_sustainable,success,,False,False,False,True,False,True,37,,,516.7712615740741,,,,124,124,2207,success,48,2.0,0.7203,8
ide-stories/vscode-stories,ide-stories,vscode-stories,1866,TypeScript,2021-04-29T21:41:47Z,False,non_sustainable,success,5.0,False,True,True,True,False,True,50,0.0,2.4,10.893506944444445,,,,111,111,1866,success,13,4.0,0.7205,15
microsoft/frontend-bootcamp,microsoft,frontend-bootcamp,10823,TypeScript,2022-01-13T17:22:50Z,True,non_sustainable,success,7.0,True,False,False,True,False,True,62,0.0,4.0,,,,,1206,1206,10823,success,244,3.0,0.8564,35
songquanpeng/one-api,songquanpeng,one-api,1564,JavaScript,2025-11-20T01:15:39Z,False,sustainable,success,,False,False,False,True,True,True,57,,,0.5833333333333333,2.083333333333333,1257.0,3.0,5594,5594,28691,success,150,4.0,0.8628,130
gethomepage/homepage,gethomepage,homepage,672,JavaScript,2025-12-26T05:49:29Z,False,sustainable,success,,True,True,False,True,True,True,75,,,0.0,0.0416666666666666,52141.0,4.0,1731,1731,27435,success,71,3.0,0.9307,300
100xdevs-cohort-2/assignments,100xdevs-cohort-2,assignments,1169,JavaScript,2024-08-19T05:03:16Z,False,sustainable,success,,False,False,False,False,False,False,12,,,7.166666666666667,8.75,29.0,1.0,4190,4190,3042,success,57,3.0,0.6188,9
docsifyjs/docsify,docsifyjs,docsify,233,JavaScript,2025-12-22T02:19:40Z,False,sustainable,success,7.0,True,True,False,True,True,True,87,10.0,5.5,0.375,2.333333333333333,15206.0,7.0,5845,5845,30755,success,266,7.0,0.8711,179
vanila-io/wireflow,vanila-io,wireflow,300,JavaScript,2024-09-28T19:22:24Z,False,sustainable,success,7.0,False,False,False,True,False,True,37,0.0,2.8,0.0588310185185185,,2.0,1.0,396,396,4148,success,68,4.0,0.6597,15
serverless/serverless,serverless,serverless,333,JavaScript,2025-12-24T14:28:56Z,False,sustainable,success,7.0,True,True,False,True,True,True,87,3.0,6.1,0.9583333333333331,0.0416666666666666,110731.0,9.0,5734,5734,46923,success,922,15.0,0.8801,300
denysdovhan/wtfjs,denysdovhan,wtfjs,328,JavaScript,2025-03-18T13:55:28Z,False,sustainable,success,7.0,False,True,False,True,False,True,71,0.0,3.8,58.66666666666666,,,,2668,2668,37539,success,572,13.0,0.7652,78
be5invis/Iosevka,be5invis,Iosevka,467,JavaScript,2025-12-24T21:58:25Z,False,sustainable,success,3.0,False,False,False,True,False,True,57,10.0,4.2,0.1666666666666666,0.1666666666666666,20189.0,2.0,643,643,21439,success,192,1.0,0.9672,69
nalgeon/codapi-js,nalgeon,codapi-js,229,JavaScript,2025-12-13T07:37:22Z,False,sustainable,success,,False,False,False,True,False,True,42,,,0.0416666666666666,,88.0,1.0,37,37,597,success,4,1.0,0.8225,7
szimek/sharedrop,szimek,sharedrop,293,JavaScript,2025-02-10T10:47:15Z,False,sustainable,success,,False,False,False,True,False,True,37,,,0.0416666666666666,167.125,2.0,1.0,863,863,10688,success,110,2.0,0.8165,9
keshavgbpecdelhi/Web-Development,keshavgbpecdelhi,Web-Development,338,JavaScript,2024-08-11T09:52:01Z,False,sustainable,success,,True,True,False,True,False,True,85,,,362.0698263888889,,,,471,471,1488,success,22,31.0,0.7348,139
sveltejs/kit,sveltejs,kit,263,JavaScript,2025-12-25T01:06:55Z,False,sustainable,success,,False,True,False,True,True,True,75,,,0.25,0.1666666666666666,28830.0,13.0,2177,2177,20100,success,155,10.0,0.8918,300
Z-Siqi/Clash-for-Windows_Chinese,Z-Siqi,Clash-for-Windows_Chinese,938,JavaScript,2025-06-26T05:13:29Z,False,sustainable,success,,False,False,False,False,False,True,28,,,1.125,,19.0,1.0,3177,3177,27312,success,108,1.0,0.4983,2
ToolJet/ToolJet,ToolJet,ToolJet,299,JavaScript,2025-12-26T04:54:10Z,False,sustainable,success,,True,True,False,True,False,True,100,,,4.5,0.0833333333333333,845668.0,43.0,4913,4913,37079,success,191,19.0,0.8955,300
ezshine/AwesomeSites,ezshine,AwesomeSites,600,JavaScript,2025-12-25T16:17:54Z,False,sustainable,success,,False,False,False,True,False,True,42,,,2.1734722222222222,,332.0,2.0,228,228,1852,success,21,1.0,1.0,1
gchq/CyberChef,gchq,CyberChef,329,JavaScript,2025-08-06T08:54:32Z,False,sustainable,success,8.0,True,True,True,True,False,True,87,0.0,4.6,3.25,2.9166666666666665,373.0,3.0,3790,3790,33570,success,395,8.0,0.8923,182
SocialSisterYi/bilibili-API-collect,SocialSisterYi,bilibili-API-collect,336,JavaScript,2025-11-16T16:06:42Z,False,sustainable,success,8.0,False,True,False,True,False,True,57,8.0,5.9,0.0833333333333333,0.375,126.0,3.0,2102,2102,19941,success,116,34.0,0.7652,212
chokcoco/iCSS,chokcoco,iCSS,1352,JavaScript,2025-08-27T02:33:21Z,False,sustainable,success,,False,False,False,False,False,True,28,,,7.083333333333333,,31.0,1.0,2077,2077,20723,success,626,1.0,0.4946,2
blackmatrix7/ios_rule_script,blackmatrix7,ios_rule_script,586,JavaScript,2025-12-25T18:14:00Z,False,sustainable,success,,False,False,False,True,False,True,57,,,6.583333333333333,,353.0,1.0,3808,3808,24029,success,269,1.0,0.8384,12
iamkun/dayjs,iamkun,dayjs,240,JavaScript,2025-12-18T11:06:58Z,False,sustainable,success,4.0,False,True,False,True,False,True,71,10.0,4.9,2.1666666666666665,8.916666666666666,75.0,2.0,2403,2403,48455,success,276,33.0,0.7862,300
goabstract/Awesome-Design-Tools,goabstract,Awesome-Design-Tools,628,JavaScript,2024-07-28T19:57:31Z,False,sustainable,success,10.0,False,False,False,True,True,True,50,0.0,3.0,9.0,21.0,,,2174,2174,38695,success,574,36.0,0.7691,209
isno/theByteBook,isno,theByteBook,573,JavaScript,2025-11-27T08:04:55Z,False,sustainable,success,,False,False,False,False,False,True,28,,,0.0833333333333333,0.0833333333333333,389.0,1.0,612,612,8492,success,56,1.0,0.9573,39
LiteLoaderQQNT/LiteLoaderQQNT,LiteLoaderQQNT,LiteLoaderQQNT,248,JavaScript,2025-12-04T06:42:12Z,False,sustainable,success,,False,False,False,True,False,True,37,,,0.4583333333333333,,163.0,2.0,261,261,7035,success,21,2.0,0.8096,18
mozilla/pdf.js,mozilla,pdf.js,332,JavaScript,2025-12-23T21:13:13Z,False,sustainable,success,8.0,True,True,False,True,False,True,75,10.0,8.0,0.0,0.0833333333333333,1605.0,4.0,10539,10539,52540,success,1107,6.0,0.958,300
jackhawks/rectg,jackhawks,rectg,502,JavaScript,2025-12-09T20:01:19Z,False,sustainable,success,,False,False,False,True,False,True,42,,,0.125,,157.0,1.0,483,483,8324,success,59,1.0,0.4949,2
