repo_name,owner,repo,stars,language,pushed_at,archived,sustainability_status,api_status,code_review_score,has_code_of_conduct,has_contributing,has_issue_template,has_license,has_pull_request_template,has_readme,health_percentage,maintained_score,overall_score,median_issue_response_days,median_pr_review_days,total_commits,unique_contributors,forks_count,network_count,stars_count,status,watchers_count,bus_factor,contributor_diversity_gini,num_contributors
2hacc/TVBox,2hacc,TVBox,389,JavaScript,2024-12-15T06:51:50Z,False,sustainable,success,,False,False,False,False,False,True,28,,,9.041666666666666,,18.0,1.0,686,686,5659,success,95,1.0,0.4981,2
xenova/transformers.js,xenova,transformers.js,346,JavaScript,2025-12-23T15:50:48Z,False,sustainable,success,,False,False,False,True,False,True,37,,,0.2916666666666666,4.291666666666667,6239.0,1.0,1056,1056,15131,success,95,1.0,0.9431,64
eip-work/kuboard-press,eip-work,kuboard-press,304,JavaScript,2025-11-30T08:50:46Z,False,sustainable,success,,False,False,False,False,False,True,25,,,1.7083333333333333,,10.0,1.0,1602,1602,24684,success,205,1.0,0.9164,15
gorhill/uBlock,gorhill,uBlock,648,JavaScript,2025-12-25T21:36:17Z,False,sustainable,success,0.0,False,True,False,True,False,True,57,10.0,4.4,,,1083.0,1.0,3880,3880,60619,success,995,1.0,0.9788,107
gaotianliuyun/gao,gaotianliuyun,gao,381,JavaScript,2024-11-17T14:05:27Z,False,sustainable,success,,False,False,False,False,False,True,28,,,0.7083333333333333,,253.0,1.0,2547,2547,7002,success,90,1.0,0.7986,5
facebook/stylex,facebook,stylex,5988,JavaScript,2025-12-26T05:16:20Z,False,sustainable,success,,True,True,False,True,True,True,87,,,0.25,0.4166666666666666,1869.0,6.0,367,367,8997,success,46,11.0,0.8022,109
NaiboWang/EasySpider,NaiboWang,EasySpider,625,JavaScript,2025-12-01T08:39:17Z,False,sustainable,success,,False,False,True,True,False,True,42,,,0.1666666666666666,1.7916666666666667,138.0,1.0,5367,5367,43739,success,249,2.0,0.7553,8
chinese-poetry/chinese-poetry,chinese-poetry,chinese-poetry,283,JavaScript,2025-04-02T09:42:19Z,False,sustainable,success,6.0,False,False,False,True,False,True,37,0.0,3.7,2.9166666666666665,,6.0,1.0,10224,10224,50666,success,1151,9.0,0.8097,62
CodeWithHarry/Sigma-Web-Dev-Course,CodeWithHarry,Sigma-Web-Dev-Course,530,JavaScript,2024-11-05T13:28:33Z,False,sustainable,success,,False,False,False,False,False,True,28,,,6.916666666666667,5.291666666666667,53.0,1.0,3036,3036,10776,success,358,1.0,0.4716,2
louislam/uptime-kuma,louislam,uptime-kuma,1315,JavaScript,2025-12-26T01:40:57Z,False,sustainable,success,,True,True,False,True,True,True,100,,,0.0833333333333333,0.25,18792.0,2.0,7159,7159,80223,success,302,33.0,0.8138,300
sveltejs/svelte,sveltejs,svelte,726,JavaScript,2025-12-25T20:23:26Z,False,sustainable,success,9.0,True,True,True,True,True,True,87,10.0,7.6,0.0416666666666666,0.0833333333333333,744024.0,15.0,4716,4716,85256,success,841,7.0,0.9174,300
ascoders/weekly,ascoders,weekly,611,JavaScript,2024-09-09T01:39:37Z,False,sustainable,success,,False,False,False,False,False,True,28,,,0.0,,22.0,1.0,3281,3281,30770,success,1674,2.0,0.8849,71
spicetify/spicetify-cli,spicetify,spicetify-cli,242,JavaScript,2025-12-19T23:19:28Z,False,sustainable,success,,False,True,False,True,False,True,50,,,0.0,0.0833333333333333,18943.0,6.0,827,827,21811,success,104,8.0,0.8592,120
facebook/react,facebook,react,1212,JavaScript,2025-12-19T16:34:50Z,False,sustainable,success,8.0,True,True,False,True,True,True,100,10.0,5.8,0.2083333333333333,0.0833333333333333,123265.0,34.0,50217,50217,241872,success,6763,20.0,0.8714,300
vanjs-org/van,vanjs-org,van,469,JavaScript,2025-09-24T00:55:34Z,False,sustainable,success,,False,False,False,True,False,True,50,,,0.0416666666666666,0.125,2231.0,2.0,106,106,4275,success,33,2.0,0.8891,23
TryGhost/Ghost,TryGhost,Ghost,273,JavaScript,2025-12-20T23:36:15Z,False,sustainable,success,7.0,True,True,False,True,True,True,100,10.0,4.9,0.875,0.2083333333333333,899361.0,24.0,11241,11241,51457,success,1015,18.0,0.9162,300
501351981/vue-office,501351981,vue-office,236,JavaScript,2025-10-09T04:05:34Z,False,sustainable,success,,False,False,False,True,False,True,28,,,0.6666666666666666,,42.0,1.0,570,570,5298,success,23,1.0,0.6549,3
SortableJS/Sortable,SortableJS,Sortable,229,JavaScript,2025-05-29T19:31:47Z,False,sustainable,success,1.0,False,True,False,True,False,True,62,0.0,2.1,2.708333333333333,,19.0,1.0,3747,3747,30931,success,399,6.0,0.8371,140
microsoft/Web-Dev-For-Beginners,microsoft,Web-Dev-For-Beginners,635,JavaScript,2025-12-19T10:32:56Z,False,sustainable,success,1.0,True,True,False,True,True,True,87,10.0,4.6,19.791666666666668,0.7916666666666666,82.0,6.0,14930,14930,94748,success,2685,28.0,0.7982,230
Chalarangelo/30-seconds-of-code,Chalarangelo,30-seconds-of-code,786,JavaScript,2025-12-09T07:29:39Z,False,sustainable,success,0.0,True,True,False,True,False,True,85,8.0,5.8,0.4461921296296296,0.4583333333333333,2584.0,3.0,12391,12391,126128,success,2597,3.0,0.9465,300
wanglin2/mind-map,wanglin2,mind-map,250,JavaScript,2025-12-07T01:43:26Z,False,sustainable,success,0.0,False,False,False,True,False,True,42,5.0,2.0,0.25,,1655.0,1.0,1513,1513,11356,success,46,1.0,0.9361,23
AMAI-GmbH/AI-Expert-Roadmap,AMAI-GmbH,AI-Expert-Roadmap,269,JavaScript,2025-09-12T14:59:30Z,False,sustainable,success,,False,True,False,True,False,True,50,,,23.58333333333333,,,,2554,2554,30587,success,959,2.0,0.7056,10
nolimits4web/swiper,nolimits4web,swiper,268,JavaScript,2025-11-03T14:03:18Z,False,sustainable,success,5.0,True,True,False,True,True,True,85,10.0,5.9,0.4166666666666666,31.041666666666668,102.0,1.0,9718,9718,41709,success,670,2.0,0.907,300
LeCoupa/awesome-cheatsheets,LeCoupa,awesome-cheatsheets,446,JavaScript,2025-11-19T21:48:00Z,False,sustainable,success,8.0,False,False,False,True,False,True,42,1.0,3.9,1.0833333333333333,16.333333333333332,13.0,1.0,6636,6636,45040,success,739,11.0,0.8002,131
paulmillr/encrypted-dns,paulmillr,encrypted-dns,309,JavaScript,2025-12-02T01:44:53Z,False,sustainable,success,,False,False,False,True,False,True,42,,,0.125,,7.0,1.0,404,404,4313,success,61,9.0,0.6981,32
Bogdan-Lyashenko/Under-the-hood-ReactJS,Bogdan-Lyashenko,Under-the-hood-ReactJS,6812,JavaScript,2022-04-25T11:06:33Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,0.0,,,,615,615,6812,success,160,2.0,0.765,13
GoogleChromeLabs/carlo,GoogleChromeLabs,carlo,9296,JavaScript,2022-04-29T20:42:07Z,False,non_sustainable,success,2.0,False,True,False,True,False,True,50,0.0,3.8,156.10854166666667,,,,313,313,9296,success,177,2.0,0.8072,20
fangwei716/30-days-of-react-native,fangwei716,30-days-of-react-native,6891,JavaScript,2018-09-07T13:12:27Z,False,non_sustainable,success,,False,False,False,False,False,True,28,,,312.7954050925926,,,,1439,1439,6891,success,254,1.0,0.7444,5
plotly/falcon,plotly,falcon,5108,JavaScript,2023-04-17T17:59:03Z,True,non_sustainable,success,2.0,True,True,False,True,False,True,62,0.0,1.8,206.0213078703704,,,,275,275,5108,success,108,5.0,0.6505,17
paypal/glamorous,paypal,glamorous,3626,JavaScript,2018-12-06T19:58:04Z,True,non_sustainable,success,7.0,True,True,True,True,True,True,75,0.0,4.5,0.1024652777777777,,,,206,206,3626,success,56,55.0,0.3602,83
facebookarchive/nuclide,facebookarchive,nuclide,7746,JavaScript,2018-12-12T18:00:31Z,True,non_sustainable,success,,True,True,True,True,False,True,62,,,0.4042013888888889,,,,681,681,7746,success,285,15.0,0.9023,217
tensorspace-team/tensorspace,tensorspace-team,tensorspace,5164,JavaScript,2022-12-05T22:21:36Z,False,non_sustainable,success,0.0,False,True,False,True,False,True,50,0.0,1.2,540.2869560185185,,,,449,449,5164,success,130,2.0,0.7626,7
facebookarchive/Keyframes,facebookarchive,Keyframes,5311,JavaScript,2019-11-29T23:33:53Z,True,non_sustainable,success,,True,True,False,True,False,True,62,,,3.240914351851852,,,,300,300,5311,success,127,8.0,0.6383,24
Meituan-Dianping/mpvue,Meituan-Dianping,mpvue,20371,JavaScript,2022-03-02T04:31:30Z,False,non_sustainable,success,1.0,True,True,True,True,True,True,75,0.0,1.9,21.789872685185184,,,,2042,2042,20371,success,588,2.0,0.9153,126
LogRocket/redux-logger,LogRocket,redux-logger,5742,JavaScript,2020-08-20T16:46:14Z,False,non_sustainable,success,4.0,False,False,False,True,False,True,37,0.0,2.6,,,,,317,317,5742,success,58,19.0,0.5969,48
withspectrum/spectrum,withspectrum,spectrum,10868,JavaScript,2022-07-20T03:30:21Z,True,non_sustainable,success,0.0,False,False,True,True,True,True,50,0.0,1.8,,,,,1219,1219,10868,success,154,2.0,0.9635,91
neutrinojs/neutrino,neutrinojs,neutrino,3927,JavaScript,2024-02-03T19:50:34Z,True,non_sustainable,success,6.0,True,True,True,True,False,True,62,0.0,3.4,535.21,,,,210,210,3927,success,49,4.0,0.8916,64
phobal/ivideo,phobal,ivideo,11869,JavaScript,2021-01-28T19:46:42Z,True,non_sustainable,success,0.0,False,False,False,True,False,True,42,0.0,1.5,,,,,3193,3193,11869,success,316,5.0,0.8578,77
camwiegert/in-view,camwiegert,in-view,4627,JavaScript,2019-10-27T19:45:24Z,True,non_sustainable,success,0.0,False,False,False,True,False,True,42,0.0,3.0,18.718854166666667,,,,229,229,4627,success,86,1.0,0.8013,6
facebookarchive/react-360,facebookarchive,react-360,8739,JavaScript,2020-12-11T10:19:14Z,True,non_sustainable,success,,True,True,True,True,True,True,75,,,2.3731944444444446,,,,1227,1227,8739,success,322,4.0,0.8304,38
ethereum/mist,ethereum,mist,7447,JavaScript,2020-07-20T13:59:24Z,True,non_sustainable,success,3.0,True,True,True,True,True,True,75,0.0,1.7,33.199131944444446,,,,2100,2100,7447,success,707,4.0,0.895,62
veltman/flubber,veltman,flubber,6866,JavaScript,2022-11-08T03:34:37Z,False,non_sustainable,success,0.0,False,False,False,True,False,True,42,0.0,3.0,49.10565972222222,,,,169,169,6866,success,78,1.0,0.4726,2
bailicangdu/node-elm,bailicangdu,node-elm,12385,JavaScript,2021-12-14T07:06:56Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,0.0,,,,3729,3729,12385,success,403,1.0,0.7416,4
lhartikk/naivechain,lhartikk,naivechain,5297,JavaScript,2020-04-13T09:14:37Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,0.0,,,,1131,1131,5297,success,275,2.0,0.2,2
1995parham/github-do-not-ban-us,1995parham,github-do-not-ban-us,11733,JavaScript,2019-08-01T19:25:20Z,True,non_sustainable,success,,False,False,False,False,False,True,28,,,0.0292476851851851,,,,1030,1030,11734,success,136,57.0,0.7537,300
akxcv/vuera,akxcv,vuera,4311,JavaScript,2023-09-19T11:34:22Z,True,non_sustainable,success,3.0,False,False,False,True,False,True,42,0.0,2.5,24.703055555555554,,,,241,241,4311,success,46,1.0,0.7554,8
GoogleChromeLabs/ndb,GoogleChromeLabs,ndb,10893,JavaScript,2022-05-26T07:03:35Z,True,non_sustainable,success,6.0,False,True,True,True,False,True,50,0.0,4.4,49.98841435185185,,,,234,234,10893,success,154,1.0,0.854,11
surmon-china/vue-awesome-swiper,surmon-china,vue-awesome-swiper,12826,JavaScript,2022-12-21T15:10:44Z,True,non_sustainable,success,0.0,False,False,False,True,False,True,42,0.0,3.2,42.88096064814815,,,,1943,1943,12826,success,209,2.0,0.8382,19
facebookarchive/prepack,facebookarchive,prepack,14156,JavaScript,2022-02-11T05:19:57Z,True,non_sustainable,success,,True,True,False,True,False,True,62,,,,,,,411,411,14156,success,259,6.0,0.8531,78
FormidableLabs/radium,FormidableLabs,radium,7359,JavaScript,2022-08-19T13:33:58Z,True,non_sustainable,success,3.0,True,True,False,True,True,True,75,0.0,2.1,1.971898148148148,,,,304,304,7359,success,143,6.0,0.8589,76
gajus/react-css-modules,gajus,react-css-modules,5180,JavaScript,2019-11-02T09:55:04Z,False,non_sustainable,success,5.0,False,False,True,True,False,True,42,0.0,3.7,,,,,214,214,5180,success,58,1.0,0.8592,33
Netflix/vector,Netflix,vector,3573,JavaScript,2021-08-10T21:54:14Z,True,non_sustainable,success,1.0,False,False,False,True,False,True,37,0.0,1.5,13.59215277777778,,,,251,251,3573,success,517,3.0,0.7891,17
react-ga/react-ga,react-ga,react-ga,5107,JavaScript,2023-01-06T20:18:16Z,True,non_sustainable,success,4.0,False,True,False,True,False,True,50,0.0,3.1,24.70332175925926,,,,434,434,5107,success,74,19.0,0.7036,79
octref/polacode,octref,polacode,6845,JavaScript,2022-08-24T11:09:12Z,False,non_sustainable,success,,False,False,False,False,False,True,28,,,321.13221064814815,,,,187,187,6845,success,24,1.0,0.6926,4
Data-Camp/WeApp_Demos,Data-Camp,WeApp_Demos,5038,JavaScript,2018-10-10T02:27:39Z,False,non_sustainable,success,,False,False,False,True,False,True,37,,,0.0,,,,1840,1840,5038,success,132,1.0,1.0,1
webslides/WebSlides,webslides,WebSlides,6293,JavaScript,2022-12-10T13:03:52Z,False,non_sustainable,success,0.0,False,False,False,True,False,True,37,0.0,1.5,0.0225231481481481,,,,590,590,6293,success,154,2.0,0.7991,13
aws-samples/aws-serverless-workshops,aws-samples,aws-serverless-workshops,4261,JavaScript,2024-07-29T18:03:00Z,True,non_sustainable,success,3.0,True,True,False,True,True,True,87,0.0,2.8,0.0,,564.0,1.0,2642,2642,4261,success,268,13.0,0.7356,63
microsoft/TypeScript-Handbook,microsoft,TypeScript-Handbook,4870,JavaScript,2020-08-01T19:54:09Z,True,non_sustainable,success,,True,True,False,True,True,True,87,,,0.0899884259259259,,,,1116,1116,4870,success,170,30.0,0.8012,300
fuse-box/fuse-box,fuse-box,fuse-box,3982,JavaScript,2022-12-01T07:53:31Z,True,non_sustainable,success,7.0,False,False,True,True,False,True,37,0.0,4.5,11.42574074074074,,,,236,236,3982,success,76,6.0,0.8912,155
vercel/pkg,vercel,pkg,24425,JavaScript,2024-01-03T01:38:16Z,True,non_sustainable,success,8.0,False,False,False,True,False,True,62,0.0,4.3,1.0833333333333333,,1.0,1.0,1063,1063,24425,success,283,2.0,0.9088,67
wmonk/create-react-app-typescript,wmonk,create-react-app-typescript,3692,JavaScript,2019-08-21T21:31:39Z,True,non_sustainable,success,3.0,False,False,True,False,True,True,42,0.0,2.8,6.333506944444444,,,,487,487,3692,success,67,70.0,0.7392,300
gothinkster/react-redux-realworld-example-app,gothinkster,react-redux-realworld-example-app,5606,JavaScript,2024-03-13T13:18:54Z,True,non_sustainable,success,7.0,False,False,False,True,False,True,37,0.0,4.0,3.857384259259259,,,,2551,2551,5606,success,132,7.0,0.6011,16
CodingTrain/website-archive,CodingTrain,website-archive,5747,JavaScript,2022-07-05T00:30:46Z,True,non_sustainable,success,,True,True,False,True,True,True,87,,,,,,,5535,5535,5747,success,378,30.0,0.8111,300
jayphelps/core-decorators,jayphelps,core-decorators,4508,JavaScript,2020-07-15T20:50:23Z,True,non_sustainable,success,,False,False,False,True,False,True,42,,,3.940046296296296,,,,261,261,4508,success,73,1.0,0.8441,21
Jasonette/JASONETTE-iOS,Jasonette,JASONETTE-iOS,5241,JavaScript,2022-05-31T16:50:09Z,False,non_sustainable,success,,False,True,False,True,False,True,50,,,46.089050925925925,,,,351,351,5241,success,126,1.0,0.8637,15
brave/browser-laptop,brave,browser-laptop,7942,JavaScript,2019-04-11T05:59:09Z,True,non_sustainable,success,4.0,False,True,True,True,True,True,62,0.0,1.6,2.022997685185185,,,,970,970,7942,success,410,6.0,0.9339,175
sdc-alibaba/SUI-Mobile,sdc-alibaba,SUI-Mobile,6078,JavaScript,2018-04-28T03:36:30Z,False,non_sustainable,success,,False,True,False,True,False,True,50,,,3.4854629629629628,,,,1569,1569,6078,success,406,3.0,0.7877,14
evil-huawei/evil-huawei,evil-huawei,evil-huawei,9102,JavaScript,2021-07-01T21:02:49Z,False,non_sustainable,success,,False,False,False,True,False,True,37,,,,,,,678,678,9102,success,243,2.0,0.7098,9
egoist/docute,egoist,docute,3824,JavaScript,2023-09-25T09:19:06Z,True,non_sustainable,success,1.0,False,False,False,True,False,True,42,0.0,1.9,75.51866898148148,,,,419,419,3824,success,50,1.0,0.8569,14
reach/router,reach,router,6864,JavaScript,2022-12-08T19:53:14Z,False,non_sustainable,success,5.0,True,True,True,True,False,True,50,0.0,2.4,0.1517129629629629,,,,323,323,6864,success,54,10.0,0.751,58
googlecreativelab/anypixel,googlecreativelab,anypixel,6448,JavaScript,2025-08-18T18:25:17Z,True,non_sustainable,success,2.0,False,False,False,True,False,True,37,0.0,2.9,4.765601851851852,,,,520,520,6448,success,217,5.0,0.5853,13
nuxt/vue-meta,nuxt,vue-meta,4088,JavaScript,2025-09-25T17:50:31Z,True,non_sustainable,success,3.0,True,True,False,True,True,True,87,0.0,3.0,18.83333333333333,,88.0,1.0,241,241,4088,success,38,4.0,0.8629,61
GetStream/Winds,GetStream,Winds,9315,JavaScript,2021-10-11T20:32:23Z,True,non_sustainable,success,0.0,False,False,True,True,True,True,50,0.0,1.8,,,,,638,638,9316,success,228,4.0,0.8405,25
dthree/cash,dthree,cash,7760,JavaScript,2020-01-14T08:48:46Z,False,non_sustainable,success,7.0,False,False,False,True,False,True,42,0.0,4.0,0.0416666666666666,,,,195,195,7760,success,120,3.0,0.6997,16
FormidableLabs/react-game-kit,FormidableLabs,react-game-kit,4612,JavaScript,2023-01-04T16:18:43Z,True,non_sustainable,success,4.0,True,True,False,True,True,True,75,0.0,2.6,12.868530092592591,,,,314,314,4612,success,140,6.0,0.6015,16
charmbracelet/huh,charmbracelet,huh,1834,Go,2025-12-21T00:19:36Z,False,sustainable,success,7.0,False,True,False,True,True,True,87,5.0,5.3,6.791666666666667,0.0833333333333333,5731.0,8.0,212,212,6360,success,17,4.0,0.8506,51
syncthing/syncthing,syncthing,syncthing,729,Go,2025-12-24T01:30:39Z,False,sustainable,success,2.0,False,True,False,True,True,True,87,10.0,5.7,0.0416666666666666,0.2083333333333333,23480.0,7.0,4863,4863,78526,success,1032,3.0,0.9397,300
mudler/LocalAI,mudler,LocalAI,1003,Go,2025-12-25T21:10:28Z,False,sustainable,success,,False,True,False,True,True,True,85,,,0.3333333333333333,0.0,90666.0,6.0,3305,3305,40775,success,261,3.0,0.9462,156
gorilla/websocket,gorilla,websocket,227,Go,2025-03-19T13:29:08Z,False,sustainable,success,9.0,True,True,False,True,True,True,87,0.0,5.4,0.2083333333333333,0.3333333333333333,76.0,3.0,3578,3578,24356,success,373,17.0,0.7221,80
containers/podman,containers,podman,307,Go,2025-12-22T19:43:56Z,False,sustainable,success,10.0,True,True,True,True,True,True,87,10.0,7.4,0.25,0.2916666666666666,236741.0,8.0,2916,2916,30157,success,219,13.0,0.9165,300
tailscale/tailscale,tailscale,tailscale,340,Go,2025-12-25T06:57:11Z,False,sustainable,success,10.0,True,True,False,True,False,True,75,10.0,6.4,0.5,0.0,928850.0,50.0,2168,2168,26789,success,191,18.0,0.9002,286
casibase/casibase,casibase,casibase,335,Go,2025-12-25T05:03:11Z,False,sustainable,success,,False,False,False,True,False,True,37,,,3.5,0.5833333333333333,793.0,2.0,519,519,4352,success,33,6.0,0.8531,50
go-gitea/gitea,go-gitea,gitea,474,Go,2025-12-26T04:49:10Z,False,sustainable,success,9.0,True,True,False,True,True,True,100,10.0,7.6,0.2083333333333333,0.0,12760.0,12.0,6279,6279,52742,success,496,26.0,0.8527,300
replicate/cog,replicate,cog,226,Go,2025-12-26T00:22:08Z,False,sustainable,success,7.0,False,True,False,True,False,True,50,10.0,4.9,3.1666666666666665,0.4583333333333333,27919.0,27.0,644,644,9161,success,68,9.0,0.8222,72
daeuniverse/dae,daeuniverse,dae,297,Go,2025-11-03T20:52:39Z,False,sustainable,success,,False,False,False,True,True,True,50,,,0.0,0.25,3292.0,10.0,303,303,4950,success,27,3.0,0.8661,44
derailed/k9s,derailed,k9s,344,Go,2025-12-22T23:02:42Z,False,sustainable,success,10.0,False,False,False,True,False,True,57,10.0,4.9,0.9583333333333331,3.8333333333333335,3626.0,2.0,2036,2036,32288,success,152,12.0,0.8258,300
charmbracelet/vhs,charmbracelet,vhs,234,Go,2025-12-21T00:33:53Z,False,sustainable,success,7.0,False,True,False,True,True,True,75,8.0,5.7,4.083333333333333,0.0,1339.0,5.0,343,343,18070,success,31,4.0,0.8687,56
base-org/node,base-org,node,943,Go,2025-12-23T13:16:23Z,False,sustainable,success,,False,True,False,True,False,True,62,,,1.5,0.0,378.0,7.0,3201,3201,68772,success,318,33.0,0.5849,76
navidrome/navidrome,navidrome,navidrome,302,Go,2025-12-26T03:01:59Z,False,sustainable,success,1.0,True,True,False,True,True,True,87,10.0,4.9,0.4166666666666666,1.5,59574.0,3.0,1302,1302,18158,success,89,1.0,0.9422,192
wailsapp/wails,wailsapp,wails,609,Go,2025-12-26T04:15:12Z,False,sustainable,success,8.0,False,True,False,True,True,True,87,10.0,4.8,0.2916666666666666,0.0416666666666666,45490.0,6.0,1542,1542,31891,success,147,4.0,0.9047,300
spf13/cobra,spf13,cobra,335,Go,2025-12-10T02:18:50Z,False,sustainable,success,8.0,False,True,False,True,False,True,71,10.0,7.4,0.3333333333333333,0.75,3157.0,3.0,3033,3033,42728,success,364,90.0,0.677,300
zitadel/zitadel,zitadel,zitadel,340,Go,2025-12-26T04:12:56Z,False,sustainable,success,,True,True,False,True,True,True,100,,,2.0416666666666665,0.9583333333333331,194613.0,13.0,895,895,12543,success,57,9.0,0.9061,230
SagerNet/sing-box,SagerNet,sing-box,1120,Go,2025-12-26T03:49:58Z,False,sustainable,success,,False,False,False,True,False,True,50,,,0.5,0.0,13385.0,4.0,3422,3422,29210,success,182,1.0,0.9408,85
coreybutler/nvm-windows,coreybutler,nvm-windows,578,Go,2025-10-06T12:58:49Z,False,sustainable,success,0.0,False,True,False,True,False,True,71,1.0,2.7,0.0833333333333333,0.8333333333333333,529.0,1.0,3696,3696,44199,success,462,3.0,0.8296,77
siglens/siglens,siglens,siglens,265,Go,2025-11-15T19:59:19Z,False,sustainable,success,,True,True,False,True,True,True,100,,,9.333333333333332,0.0,3928.0,11.0,268,268,1655,success,11,8.0,0.8431,75
junegunn/fzf,junegunn,fzf,691,Go,2025-12-23T23:57:44Z,False,sustainable,success,3.0,False,False,False,True,False,True,57,10.0,5.9,0.2083333333333333,0.75,33608.0,3.0,2641,2641,76276,success,391,1.0,0.9049,289
gohugoio/hugo,gohugoio,hugo,553,Go,2025-12-25T13:22:14Z,False,sustainable,success,2.0,False,True,False,True,True,True,75,10.0,6.3,0.0833333333333333,0.5416666666666666,151629.0,3.0,8147,8147,85574,success,1077,5.0,0.9268,300
weaviate/weaviate,weaviate,weaviate,227,Go,2025-12-24T11:02:56Z,False,sustainable,success,10.0,True,True,False,True,True,True,75,10.0,6.5,3.6666666666666665,0.0,6666149.0,33.0,1166,1166,15286,success,133,11.0,0.9049,134
sundowndev/phoneinfoga,sundowndev,phoneinfoga,339,Go,2025-10-20T04:01:45Z,False,sustainable,success,4.0,True,False,False,True,False,True,71,10.0,5.6,0.1666666666666666,8.125,19.0,1.0,4670,4670,15548,success,701,2.0,0.8893,18
minio/minio,minio,minio,488,Go,2025-12-03T08:13:17Z,False,sustainable,success,8.0,True,True,True,True,True,True,100,10.0,6.0,0.0,0.0416666666666666,21364.0,9.0,6824,6824,59452,success,639,9.0,0.9296,300
traefik/traefik,traefik,traefik,402,Go,2025-12-23T15:02:04Z,False,sustainable,success,10.0,True,True,True,True,True,True,100,10.0,5.6,1.0416666666666667,0.2083333333333333,12.0,4.0,5742,5742,60750,success,670,13.0,0.8736,300
abiosoft/colima,abiosoft,colima,364,Go,2025-12-25T19:45:02Z,False,sustainable,success,2.0,False,False,False,True,False,True,57,10.0,5.9,0.5833333333333333,2.333333333333333,1058.0,2.0,508,508,26068,success,86,2.0,0.8361,92
bluenviron/mediamtx,bluenviron,mediamtx,312,Go,2025-12-25T17:05:25Z,False,sustainable,success,,False,False,False,True,False,True,50,,,0.875,16.791666666666668,49881.0,3.0,2075,2075,17405,success,179,2.0,0.9492,103
jesseduffield/lazygit,jesseduffield,lazygit,716,Go,2025-12-23T16:21:13Z,False,sustainable,success,4.0,True,True,False,True,True,True,85,10.0,5.1,0.0833333333333333,1.25,80756.0,4.0,2403,2403,69812,success,310,3.0,0.9279,300
uber-go/nilaway,uber-go,nilaway,398,Go,2025-12-09T20:21:06Z,False,sustainable,success,10.0,False,True,False,True,False,True,50,7.0,5.5,1.0416666666666667,1.7916666666666667,2279.0,2.0,81,81,3715,success,10,2.0,0.7945,12
jmorganca/ollama,jmorganca,ollama,8828,Go,2025-12-24T01:29:00Z,False,sustainable,success,,False,True,False,True,False,True,62,,,0.1666666666666666,0.0,1286.0,6.0,14015,14015,158322,success,889,7.0,0.9066,300
nektos/act,nektos,act,676,Go,2025-12-01T02:51:08Z,False,sustainable,success,7.0,False,True,False,True,False,True,50,3.0,4.0,2.208333333333333,2.958333333333333,12864.0,6.0,1808,1808,67760,success,187,18.0,0.7956,200
fyne-io/fyne,fyne-io,fyne,283,Go,2025-12-23T10:36:16Z,False,sustainable,success,0.0,True,True,False,True,True,True,100,10.0,6.3,0.2916666666666666,0.4166666666666666,12484.0,6.0,1502,1502,27685,success,259,4.0,0.9358,198
bricks-cloud/BricksLLM,bricks-cloud,BricksLLM,503,Go,2025-01-05T23:47:45Z,False,sustainable,success,,False,False,False,True,False,True,37,,,1.4583333333333333,0.875,1719.0,2.0,93,93,1129,success,7,1.0,0.8826,13
openbao/openbao,openbao,openbao,1064,Go,2025-12-25T15:57:40Z,False,sustainable,success,,True,True,False,True,True,True,100,,,1.2083333333333333,0.4166666666666666,44210.0,5.0,297,297,5126,success,36,38.0,0.8241,300
kubernetes/kubernetes,kubernetes,kubernetes,810,Go,2025-12-24T07:22:32Z,False,sustainable,success,10.0,True,True,False,True,True,True,100,10.0,7.7,0.0,0.5833333333333333,7612.0,2.0,42041,42041,119477,success,3196,84.0,0.6949,300
opentofu/opentofu,opentofu,opentofu,619,Go,2025-12-23T15:45:43Z,False,sustainable,success,,True,True,False,True,True,True,87,,,0.375,0.0833333333333333,256514.0,19.0,1134,1134,27426,success,134,21.0,0.8608,300
restic/restic,restic,restic,240,Go,2025-12-03T20:34:28Z,False,sustainable,success,2.0,False,True,False,True,True,True,62,10.0,7.1,1.0416666666666667,2.458333333333333,135485.0,5.0,1683,1683,31438,success,236,3.0,0.9319,300
alist-org/alist,alist-org,alist,1059,Go,2025-12-22T05:58:10Z,False,sustainable,success,10.0,True,True,False,True,False,True,62,10.0,4.7,0.0,1.1666666666666667,6061.0,2.0,7994,7994,48702,success,216,6.0,0.886,176
hashicorp/terraform,hashicorp,terraform,482,Go,2025-12-24T14:21:18Z,False,sustainable,success,10.0,True,True,False,True,True,True,87,10.0,6.9,0.125,0.125,731944.0,41.0,10151,10151,47334,success,1137,22.0,0.8633,300
charmbracelet/gum,charmbracelet,gum,275,Go,2025-12-08T10:04:23Z,False,sustainable,success,6.0,False,True,False,True,True,True,75,2.0,5.6,9.25,0.0833333333333333,1671.0,8.0,448,448,22102,success,63,6.0,0.8301,67
cloudflare/cloudflared,cloudflare,cloudflared,230,Go,2025-11-21T13:42:56Z,False,sustainable,success,0.0,True,True,False,True,False,True,87,10.0,5.0,1.2083333333333333,22.83333333333333,192.0,5.0,1119,1119,12469,success,112,10.0,0.8435,104
