has_code_of_conduct,has_contributing,has_license,has_readme,has_issue_template,has_pull_request_template,health_percentage,api_status,repo_name,owner,repo,overall_score,maintained_score,code_review_score
False,True,True,True,True,False,50,success,GoogleChromeLabs/ndb,GoogleChromeLabs,ndb,4.4,0.0,6.0
False,False,True,True,False,False,42,success,surmon-china/vue-awesome-swiper,surmon-china,vue-awesome-swiper,3.2,0.0,0.0
True,True,True,True,False,False,62,success,facebookarchive/prepack,facebookarchive,prepack,,,
True,True,True,True,False,True,75,success,FormidableLabs/radium,FormidableLabs,radium,2.1,0.0,3.0
False,False,True,True,True,False,42,success,gajus/react-css-modules,gajus,react-css-modules,3.7,0.0,5.0
False,False,True,True,False,False,37,success,Netflix/vector,Netflix,vector,1.5,0.0,1.0
False,True,True,True,False,False,50,success,react-ga/react-ga,react-ga,react-ga,3.1,0.0,4.0
False,False,False,True,False,False,28,success,octref/polacode,octref,polacode,,,
False,False,True,True,False,False,37,success,Data-Camp/WeApp_Demos,Data-Camp,WeApp_Demos,,,
False,False,True,True,False,False,37,success,webslides/WebSlides,webslides,WebSlides,1.5,0.0,0.0
True,True,True,True,False,True,87,success,aws-samples/aws-serverless-workshops,aws-samples,aws-serverless-workshops,2.8,0.0,3.0
True,True,True,True,False,True,87,success,microsoft/TypeScript-Handbook,microsoft,TypeScript-Handbook,,,
False,False,True,True,True,False,37,success,fuse-box/fuse-box,fuse-box,fuse-box,4.5,0.0,7.0
False,False,True,True,False,False,62,success,vercel/pkg,vercel,pkg,4.3,0.0,8.0
False,False,False,True,True,True,42,success,wmonk/create-react-app-typescript,wmonk,create-react-app-typescript,2.8,0.0,3.0
False,False,True,True,False,False,37,success,gothinkster/react-redux-realworld-example-app,gothinkster,react-redux-realworld-example-app,4.0,0.0,7.0
True,True,True,True,False,True,87,success,CodingTrain/website-archive,CodingTrain,website-archive,,,
False,False,True,True,False,False,42,success,jayphelps/core-decorators,jayphelps,core-decorators,,,
False,True,True,True,False,False,50,success,Jasonette/JASONETTE-iOS,Jasonette,JASONETTE-iOS,,,
False,True,True,True,True,True,62,success,brave/browser-laptop,brave,browser-laptop,1.6,0.0,4.0
False,True,True,True,False,False,50,success,sdc-alibaba/SUI-Mobile,sdc-alibaba,SUI-Mobile,,,
False,False,True,True,False,False,37,success,evil-huawei/evil-huawei,evil-huawei,evil-huawei,,,
False,False,True,True,False,False,42,success,egoist/docute,egoist,docute,1.9,0.0,1.0
True,True,True,True,True,False,50,success,reach/router,reach,router,2.4,0.0,5.0
False,False,True,True,False,False,37,success,googlecreativelab/anypixel,googlecreativelab,anypixel,2.9,0.0,2.0
True,True,True,True,False,True,87,success,nuxt/vue-meta,nuxt,vue-meta,3.0,0.0,3.0
False,False,True,True,True,True,50,success,GetStream/Winds,GetStream,Winds,1.8,0.0,0.0
False,False,True,True,False,False,42,success,dthree/cash,dthree,cash,4.0,0.0,7.0
True,True,True,True,False,True,75,success,FormidableLabs/react-game-kit,FormidableLabs,react-game-kit,2.6,0.0,4.0
False,True,True,True,False,True,87,success,charmbracelet/huh,charmbracelet,huh,5.3,5.0,7.0
False,True,True,True,False,True,87,success,syncthing/syncthing,syncthing,syncthing,5.7,10.0,2.0
False,True,True,True,False,True,85,success,mudler/LocalAI,mudler,LocalAI,,,
True,True,True,True,False,True,87,success,gorilla/websocket,gorilla,websocket,5.4,0.0,9.0
True,True,True,True,True,True,87,success,containers/podman,containers,podman,7.4,10.0,10.0
True,True,True,True,False,False,75,success,tailscale/tailscale,tailscale,tailscale,6.4,10.0,10.0
False,False,True,True,False,False,37,success,casibase/casibase,casibase,casibase,,,
True,True,True,True,False,True,100,success,go-gitea/gitea,go-gitea,gitea,7.6,10.0,9.0
False,True,True,True,False,False,50,success,replicate/cog,replicate,cog,4.9,10.0,7.0
False,False,True,True,False,True,50,success,daeuniverse/dae,daeuniverse,dae,,,
False,False,True,True,False,False,57,success,derailed/k9s,derailed,k9s,4.9,10.0,10.0
False,True,True,True,False,True,75,success,charmbracelet/vhs,charmbracelet,vhs,5.7,8.0,7.0
False,True,True,True,False,False,62,success,base-org/node,base-org,node,,,
True,True,True,True,False,True,87,success,navidrome/navidrome,navidrome,navidrome,4.9,10.0,1.0
False,True,True,True,False,True,87,success,wailsapp/wails,wailsapp,wails,4.8,10.0,8.0
False,True,True,True,False,False,71,success,spf13/cobra,spf13,cobra,7.4,10.0,8.0
True,True,True,True,False,True,100,success,zitadel/zitadel,zitadel,zitadel,,,
False,False,True,True,False,False,50,success,SagerNet/sing-box,SagerNet,sing-box,,,
False,True,True,True,False,False,71,success,coreybutler/nvm-windows,coreybutler,nvm-windows,2.7,1.0,0.0
True,True,True,True,False,True,100,success,siglens/siglens,siglens,siglens,,,
False,False,True,True,False,False,57,success,junegunn/fzf,junegunn,fzf,5.9,10.0,3.0
False,True,True,True,False,True,75,success,gohugoio/hugo,gohugoio,hugo,6.3,10.0,2.0
True,True,True,True,False,True,75,success,weaviate/weaviate,weaviate,weaviate,6.5,10.0,10.0
True,False,True,True,False,False,71,success,sundowndev/phoneinfoga,sundowndev,phoneinfoga,5.6,10.0,4.0
True,True,True,True,True,True,100,success,minio/minio,minio,minio,6.0,10.0,8.0
True,True,True,True,True,True,100,success,traefik/traefik,traefik,traefik,5.6,10.0,10.0
False,False,True,True,False,False,57,success,abiosoft/colima,abiosoft,colima,5.9,10.0,2.0
False,False,True,True,False,False,50,success,bluenviron/mediamtx,bluenviron,mediamtx,,,
True,True,True,True,False,True,85,success,jesseduffield/lazygit,jesseduffield,lazygit,5.1,10.0,4.0
False,True,True,True,False,False,50,success,uber-go/nilaway,uber-go,nilaway,5.5,7.0,10.0
False,True,True,True,False,False,62,success,jmorganca/ollama,jmorganca,ollama,,,
False,True,True,True,False,False,50,success,nektos/act,nektos,act,4.0,3.0,7.0
True,True,True,True,False,True,100,success,fyne-io/fyne,fyne-io,fyne,6.3,10.0,0.0
False,False,True,True,False,False,37,success,bricks-cloud/BricksLLM,bricks-cloud,BricksLLM,,,
True,True,True,True,False,True,100,success,openbao/openbao,openbao,openbao,,,
True,True,True,True,False,True,100,success,kubernetes/kubernetes,kubernetes,kubernetes,7.7,10.0,10.0
True,True,True,True,False,True,87,success,opentofu/opentofu,opentofu,opentofu,,,
False,True,True,True,False,True,62,success,restic/restic,restic,restic,7.1,10.0,2.0
True,True,True,True,False,False,62,success,alist-org/alist,alist-org,alist,4.7,10.0,10.0
True,True,True,True,False,True,87,success,hashicorp/terraform,hashicorp,terraform,6.9,10.0,10.0
False,True,True,True,False,True,75,success,charmbracelet/gum,charmbracelet,gum,5.6,2.0,6.0
True,True,True,True,False,False,87,success,cloudflare/cloudflared,cloudflare,cloudflared,5.0,10.0,0.0
True,True,True,True,False,True,100,success,cilium/cilium,cilium,cilium,6.4,10.0,9.0
False,False,True,True,False,True,57,success,nikolaydubina/go-recipes,nikolaydubina,go-recipes,,,
False,False,True,True,False,False,37,success,chaitin/SafeLine,chaitin,SafeLine,,,
False,True,True,True,False,False,62,success,go-chi/chi,go-chi,chi,5.7,2.0,9.0
True,True,True,True,False,False,87,success,zeromicro/go-zero,zeromicro,go-zero,6.2,10.0,5.0
False,True,True,True,False,True,75,success,docker/compose,docker,compose,6.8,10.0,10.0
False,False,True,True,False,False,42,success,XIU2/CloudflareSpeedTest,XIU2,CloudflareSpeedTest,,,
False,False,True,True,False,False,37,success,everywall/ladder,everywall,ladder,,,
True,True,True,True,True,True,87,success,vmware-archive/kubeless,vmware-archive,kubeless,,,
False,False,True,True,False,False,37,success,hyperhq/hyperd,hyperhq,hyperd,3.4,0.0,7.0
False,False,True,True,False,False,37,success,qvest-digital/loginsrv,qvest-digital,loginsrv,,,
False,True,True,True,False,False,57,success,schollz/find3,schollz,find3,2.0,0.0,3.0
False,False,True,True,False,False,42,success,fvbock/endless,fvbock,endless,3.4,0.0,3.0
False,False,True,True,False,False,42,success,olebedev/go-starter-kit,olebedev,go-starter-kit,,,
False,False,True,True,True,True,57,success,michenriksen/gitrob,michenriksen,gitrob,2.8,0.0,1.0
True,True,True,True,False,False,75,success,Azure/draft-classic,Azure,draft-classic,,,
False,True,True,True,False,False,50,success,googlecodelabs/tools,googlecodelabs,tools,4.1,0.0,10.0
True,True,True,True,False,True,75,success,gobuffalo/packr,gobuffalo,packr,3.0,0.0,3.0
False,True,True,True,False,False,50,success,sourcegraph/thyme,sourcegraph,thyme,,,
False,False,True,True,False,False,57,success,giorgisio/goav,giorgisio,goav,3.4,0.0,3.0
False,True,True,True,True,True,62,success,go-ego/riot,go-ego,riot,2.6,0.0,0.0
False,False,True,True,False,False,42,success,dairongpeng/algorithm-note,dairongpeng,algorithm-note,,,
False,False,True,True,False,False,42,success,gernest/utron,gernest,utron,2.3,0.0,4.0
True,True,True,True,False,True,100,success,profclems/glab,profclems,glab,4.2,0.0,7.0
False,False,False,True,False,False,28,success,chrislusf/glow,chrislusf,glow,2.7,0.0,1.0
False,False,True,True,False,False,57,success,cjbassi/gotop,cjbassi,gotop,2.5,0.0,2.0
False,True,True,True,False,False,62,success,golang/mock,golang,mock,3.8,0.0,5.0
False,False,True,True,False,False,42,success,egonelbre/gophers,egonelbre,gophers,,,
True,False,True,True,True,True,62,success,uber/prototool,uber,prototool,2.1,0.0,4.0
False,False,True,True,False,False,42,success,fanpei91/torsniff,fanpei91,torsniff,,,
False,False,True,True,False,False,37,success,mailgun/godebug,mailgun,godebug,,,
True,True,True,True,False,False,62,success,kubernetes-retired/external-storage,kubernetes-retired,external-storage,,,
False,False,True,True,False,False,42,success,yunabe/lgo,yunabe,lgo,2.9,0.0,1.0
True,True,True,True,False,True,100,success,KubeOperator/KubeOperator,KubeOperator,KubeOperator,2.4,0.0,0.0
True,False,True,True,False,True,62,success,yahoo/gryffin,yahoo,gryffin,2.9,0.0,4.0
False,False,True,True,False,False,42,success,kardianos/govendor,kardianos,govendor,3.5,0.0,7.0
False,True,True,True,False,False,62,success,uber-archive/makisu,uber-archive,makisu,,,
False,False,True,True,False,False,50,success,gravitational/teleconsole,gravitational,teleconsole,,,
False,False,True,True,False,False,37,success,rapidloop/rtop,rapidloop,rtop,,,
False,False,True,True,False,False,42,success,fogleman/ln,fogleman,ln,3.0,0.0,0.0
True,True,True,True,False,True,100,success,google/exposure-notifications-server,google,exposure-notifications-server,4.8,0.0,8.0
False,True,True,True,False,True,75,success,matrix-org/dendrite,matrix-org,dendrite,3.7,0.0,6.0
True,False,True,True,True,True,62,success,mit-pdos/biscuit,mit-pdos,biscuit,,,
False,False,True,True,False,False,42,success,jgrahamc/httpdiff,jgrahamc,httpdiff,,,
True,True,True,True,False,False,75,success,notaryproject/notary,notaryproject,notary,3.8,0.0,10.0
False,True,True,True,False,False,50,success,rebuy-de/aws-nuke,rebuy-de,aws-nuke,3.5,0.0,6.0
False,False,True,True,False,False,42,success,andeya/pholcus,andeya,pholcus,,,
False,False,True,True,False,False,42,success,evilsocket/xray,evilsocket,xray,,,
False,True,True,True,False,False,50,success,attic-labs/noms,attic-labs,noms,1.4,0.0,0.0
False,False,True,True,False,False,42,success,adtac/commento,adtac,commento,,,
False,False,True,True,False,False,42,success,fogleman/pt,fogleman,pt,3.0,0.0,0.0
False,False,True,True,False,False,37,success,arachnys/athenapdf,arachnys,athenapdf,3.1,0.0,2.0
True,True,True,True,True,False,87,success,tenable/terrascan,tenable,terrascan,,,
True,True,True,True,False,False,62,success,aerokube/selenoid,aerokube,selenoid,3.1,0.0,2.0
False,False,True,True,False,False,42,success,geektutu/high-performance-go,geektutu,high-performance-go,,,
False,True,True,True,False,False,71,success,AlecAivazis/survey,AlecAivazis,survey,4.4,0.0,7.0
False,False,True,True,False,False,37,success,json-iterator/go,json-iterator,go,4.1,0.0,4.0
False,False,True,True,False,False,42,success,asticode/go-astilectron,asticode,go-astilectron,3.7,0.0,6.0
False,True,True,True,False,True,87,success,Frooodle/Stirling-PDF,Frooodle,Stirling-PDF,,,
True,True,True,True,False,True,87,success,langchain4j/langchain4j,langchain4j,langchain4j,,,
False,False,True,True,False,True,62,success,thingsboard/tbmq,thingsboard,tbmq,,,
True,True,True,True,True,False,87,success,dbeaver/dbeaver,dbeaver,dbeaver,6.0,10.0,8.0
False,True,True,True,False,True,75,success,elastic/elasticsearch,elastic,elasticsearch,6.0,10.0,6.0
False,False,True,True,False,False,50,success,termux/termux-app,termux,termux-app,5.2,10.0,3.0
False,False,True,True,False,False,42,success,Archmage83/tvapk,Archmage83,tvapk,,,
False,False,True,True,False,False,57,success,YunaiV/ruoyi-vue-pro,YunaiV,ruoyi-vue-pro,,,
False,False,True,True,False,False,50,success,ReChronoRain/HyperCeiler,ReChronoRain,HyperCeiler,,,
True,True,True,True,False,False,87,success,spring-projects/spring-framework,spring-projects,spring-framework,6.1,10.0,0.0
False,False,True,True,True,True,71,success,dromara/hutool,dromara,hutool,4.1,10.0,2.0
False,False,True,True,False,False,42,success,yuliskov/SmartTube,yuliskov,SmartTube,,,
False,True,True,True,False,False,75,success,Card-Forge/forge,Card-Forge,forge,,,
True,True,True,True,False,True,100,success,SeleniumHQ/selenium,SeleniumHQ,selenium,3.2,10.0,5.0
True,True,True,True,False,True,87,success,apache/doris,apache,doris,,,
False,False,True,True,False,False,42,success,xuchengsheng/spring-reading,xuchengsheng,spring-reading,,,
False,True,True,True,False,False,50,success,doocs/advanced-java,doocs,advanced-java,4.2,3.0,2.0
False,False,True,True,False,False,37,success,LSPosed/LSPosed,LSPosed,LSPosed,,,
False,True,True,True,False,True,87,success,Stirling-Tools/Stirling-PDF,Stirling-Tools,Stirling-PDF,,,
True,True,True,True,False,True,75,success,TheAlgorithms/Java,TheAlgorithms,Java,6.6,10.0,10.0
False,False,True,True,False,False,50,success,chat2db/Chat2DB,chat2db,Chat2DB,,,
True,True,True,True,False,True,87,success,spring-projects/spring-boot,spring-projects,spring-boot,5.7,10.0,0.0
False,True,True,True,False,True,71,success,Anuken/Mindustry,Anuken,Mindustry,4.1,10.0,1.0
False,False,True,True,False,False,42,success,ashishps1/awesome-low-level-design,ashishps1,awesome-low-level-design,,,
True,True,True,True,False,True,87,success,halo-dev/halo,halo-dev,halo,5.1,10.0,4.0
False,False,True,True,False,False,42,success,macrozheng/mall,macrozheng,mall,1.7,1.0,0.0
False,False,True,True,False,False,42,success,Snailclimb/JavaGuide,Snailclimb,JavaGuide,4.2,10.0,4.0
False,True,True,True,False,False,57,success,SPLWare/esProc,SPLWare,esProc,,,
True,True,True,True,False,False,87,success,xpipe-io/xpipe,xpipe-io,xpipe,,,
False,True,True,True,False,False,85,success,iBotPeaches/Apktool,iBotPeaches,Apktool,5.1,10.0,4.0
True,True,True,True,False,True,100,success,StarRocks/starrocks,StarRocks,starrocks,,,
False,False,True,True,False,False,42,success,ashishps1/awesome-system-design-resources,ashishps1,awesome-system-design-resources,,,
True,True,True,True,False,True,100,success,keycloak/keycloak,keycloak,keycloak,8.7,10.0,10.0
True,True,True,True,False,False,75,success,doocs/leetcode,doocs,leetcode,4.9,10.0,1.0
False,False,True,True,False,True,57,success,krahets/hello-algo,krahets,hello-algo,,,
False,False,True,True,False,False,42,success,houbb/sensitive-word,houbb,sensitive-word,4.6,2.0,10.0
False,False,True,True,False,True,57,success,xkcoding/spring-boot-demo,xkcoding,spring-boot-demo,2.6,0.0,1.0
True,True,True,True,False,True,87,success,conductor-oss/conductor,conductor-oss,conductor,,,
True,True,True,True,True,True,75,success,alibaba/nacos,alibaba,nacos,5.1,10.0,7.0
False,False,True,True,False,False,42,success,Skythinker616/gpt-assistant-android,Skythinker616,gpt-assistant-android,,,
False,False,True,True,False,False,42,success,ashishps1/awesome-low-low-design,ashishps1,awesome-low-low-design,,,
False,False,True,True,False,False,42,success,GrowingGit/GitHub-Chinese-Top-Charts,GrowingGit,GitHub-Chinese-Top-Charts,,,
True,True,True,True,False,True,100,success,dataease/dataease,dataease,dataease,,,
False,True,True,True,False,True,62,success,TeamNewPipe/NewPipe,TeamNewPipe,NewPipe,5.3,10.0,10.0
False,False,True,True,False,False,37,success,blossom-editor/blossom,blossom-editor,blossom,,,
False,True,True,True,False,False,62,success,ReVanced/revanced-patches,ReVanced,revanced-patches,,,
False,False,True,True,False,False,42,success,gyoogle/tech-interview-for-developer,gyoogle,tech-interview-for-developer,4.3,0.0,10.0
True,True,True,True,True,True,87,success,OpenAPITools/openapi-generator,OpenAPITools,openapi-generator,3.8,10.0,6.0
True,True,True,True,False,False,75,success,Team-xManager/xManager,Team-xManager,xManager,,,
False,False,True,True,False,False,28,success,FongMi/TV,FongMi,TV,,,
False,True,True,True,False,False,50,success,alibaba/UltraViewPager,alibaba,UltraViewPager,2.9,0.0,0.0
True,True,True,True,False,False,75,success,google/binnavi,google,binnavi,2.7,0.0,4.0
False,False,True,True,False,False,37,success,javagrowing/JGrowing,javagrowing,JGrowing,,,
False,False,True,True,False,False,42,success,roughike/BottomBar,roughike,BottomBar,3.2,0.0,2.0
False,False,True,True,False,False,37,success,roncoo/roncoo-pay,roncoo,roncoo-pay,,,
True,True,True,True,False,False,62,success,facebookarchive/shimmer-android,facebookarchive,shimmer-android,,,
False,True,True,True,False,False,50,success,square/sqlbrite,square,sqlbrite,3.6,0.0,5.0
False,True,True,True,True,False,57,success,timusus/Shuttle,timusus,Shuttle,2.7,0.0,0.0
False,False,True,True,False,False,42,success,crazycodeboy/TakePhoto,crazycodeboy,TakePhoto,,,
False,True,True,True,False,False,71,success,luizgrp/SectionedRecyclerViewAdapter,luizgrp,SectionedRecyclerViewAdapter,,,
False,True,True,True,False,False,50,success,opentracing/opentracing-java,opentracing,opentracing-java,4.4,0.0,8.0
False,False,True,False,False,False,28,success,bjmashibing/InternetArchitect,bjmashibing,InternetArchitect,,,
False,False,True,True,False,False,42,success,fython/MaterialStepperView,fython,MaterialStepperView,,,
False,False,True,True,False,False,42,success,qstumn/BadgeView,qstumn,BadgeView,,,
False,False,True,True,False,False,37,success,YahooArchive/anthelion,YahooArchive,anthelion,,,
False,True,True,True,True,True,62,success,Karumi/Dexter,Karumi,Dexter,3.3,0.0,3.0
False,False,True,True,False,False,42,success,florent37/ViewAnimator,florent37,ViewAnimator,,,
False,False,True,True,True,True,57,success,crossoverJie/SSM,crossoverJie,SSM,,,
True,True,True,True,False,True,87,success,apache/servicecomb-pack,apache,servicecomb-pack,4.2,0.0,7.0
False,True,True,True,False,False,50,success,facebookarchive/device-year-class,facebookarchive,device-year-class,,,
False,False,True,True,False,False,42,success,yhaolpz/FloatWindow,yhaolpz,FloatWindow,,,
False,False,True,True,False,False,42,success,ximsfei/Android-skin-support,ximsfei,Android-skin-support,,,
False,False,False,True,False,False,28,success,yipianfengye/android-zxingLibrary,yipianfengye,android-zxingLibrary,,,
False,False,True,True,False,False,50,success,andOTP/andOTP,andOTP,andOTP,3.0,0.0,1.0
False,False,True,True,False,False,42,success,florent37/MaterialViewPager,florent37,MaterialViewPager,2.9,0.0,3.0
False,False,False,True,False,False,28,success,aa112901/remusic,aa112901,remusic,,,
False,False,False,True,False,False,28,success,bin456789/Unblock163MusicClient-Xposed,bin456789,Unblock163MusicClient-Xposed,,,
False,True,True,True,False,False,50,success,android/views-widgets-samples,android,views-widgets-samples,3.2,0.0,7.0
False,False,False,True,False,False,28,success,hansonwang99/Spring-Boot-In-Action,hansonwang99,Spring-Boot-In-Action,,,
False,False,True,True,True,True,57,success,ChrisRM/material-theme-jetbrains,ChrisRM,material-theme-jetbrains,2.9,0.0,0.0
False,True,True,True,True,True,62,success,airsonic/airsonic,airsonic,airsonic,1.9,0.0,4.0
False,True,True,True,False,False,50,success,android/animation-samples,android,animation-samples,3.4,0.0,10.0
False,True,True,True,False,False,57,success,ogaclejapan/SmartTabLayout,ogaclejapan,SmartTabLayout,3.2,0.0,2.0
False,False,True,True,False,False,42,success,rubensousa/GravitySnapHelper,rubensousa,GravitySnapHelper,2.5,5.0,4.0
False,False,True,True,True,True,50,success,GCX-HCI/tray,GCX-HCI,tray,,,
False,True,True,True,False,False,50,success,alibaba/Tangram-Android,alibaba,Tangram-Android,2.9,0.0,0.0
False,False,False,True,False,False,28,success,linyiqun/DataMiningAlgorithm,linyiqun,DataMiningAlgorithm,,,
False,False,True,True,False,False,42,success,florent37/CameraFragment,florent37,CameraFragment,,,
False,False,True,True,False,False,37,success,twitter-archive/distributedlog,twitter-archive,distributedlog,,,
True,True,True,True,False,False,87,success,apache/incubator-heron,apache,incubator-heron,5.2,0.0,9.0
True,True,True,True,False,False,75,success,google/agera,google,agera,4.5,0.0,3.0
True,True,True,True,True,True,75,success,facebookarchive/react-native-fbsdk,facebookarchive,react-native-fbsdk,,,
False,False,True,True,False,False,42,success,liyifeng1994/ssm,liyifeng1994,ssm,,,
False,False,True,True,False,False,42,success,dodola/HotFix,dodola,HotFix,,,
False,False,True,True,False,False,42,success,hongyangAndroid/FlowLayout,hongyangAndroid,FlowLayout,,,
False,False,True,True,False,False,42,success,Curzibn/Luban,Curzibn,Luban,3.4,0.0,0.0
False,False,True,True,False,False,42,success,laobie/StatusBarUtil,laobie,StatusBarUtil,,,
False,False,True,True,False,False,57,success,vran-dev/PrettyZoo,vran-dev,PrettyZoo,,,
False,False,True,True,False,False,42,success,hongyangAndroid/okhttputils,hongyangAndroid,okhttputils,,,
True,True,True,True,False,False,75,success,facebook/screenshot-tests-for-android,facebook,screenshot-tests-for-android,5.4,0.0,10.0
