repo_name,stars
Dujltqzv/Some-Many-Books,399
uber-go/nilaway,398
productiveops/dokemon,398
lmsqueezy/wedges,398
tencent-ailab/IP-Adapter,398
ymcui/Chinese-LLaMA-Alpaca,398
keyvanakbary/learning-notes,398
netero1010/EDRSilencer,397
OpenTalker/SadTalker,397
hellzerg/optimizer,397
YSGStudyHards/DotNetGuide,397
facebookresearch/codellama,397
gofiber/fiber,397
Orillusion/orillusion,396
open-mmlab/PIA,396
jxnl/instructor,396
steven-tey/novel,396
kgrzybek/modular-monolith-with-ddd,395
pathwaycom/llm-app,395
rasbt/LLMs-from-scratch,395
leonlucc/awesome-alternative,394
vaxilu/x-ui,394
pydantic/pydantic,393
triggerdotdev/trigger.dev,393
forthespada/CS-Books,393
Pawdroid/Free-servers,393
CatVodTVOfficial/TVBoxOSC,392
unocss/unocss,391
mantinedev/mantine,391
RUCAIBox/LLMSurvey,390
TencentARC/MotionCtrl,389
pi-hole/pi-hole,389
resemble-ai/resemble-enhance,389
2hacc/TVBox,389
rochus-keller/CspChan,389
lss233/chatgpt-mirai-qq-bot,389
e2b-dev/awesome-ai-agents,389
ActiveVisionLab/Awesome-LLM-3D,388
kska32/ebooks,388
fr0gger/Awesome-GPT-Agents,388
adrianhajdin/event_platform,387
vpncn/vpncn.github.io,387
appsmithorg/appsmith,387
01mf02/jaq,386
duckdb/duckdb,386
streetwriters/notesnook,385
miru-project/miru-app,384
Enraged-Rabbit-Community/ERCF_v2,384
elastic/elasticsearch,384
d2l-ai/d2l-en,384
yangxy/PASD,384
Awesome-Windows/Awesome,383
alsyundawy/Parallels,383
RUB-NDS/Terrapin-Scanner,383
anasfik/flutter-spy,382
google/generative-ai-swift,382
flet-dev/flet,382
brillout/awesome-react-components,382
THUDM/ChatGLM2-6B,382
ordinals/ord,381
swaggyP36000/TrollStore-IPAs,381
gaotianliuyun/gao,381
greatfrontend/awesome-front-end-system-design,381
xpipe-io/xpipe,381
robotics-survey/Awesome-Robotics-Foundation-Models,380
localstack/localstack,380
samber/lo,380
workos/authkit,380
joschan21/digitalhippo,379
vbenjs/vue-vben-admin,379
byoungd/English-level-up-tips,378
Floorp-Projects/Floorp,378
Sanster/lama-cleaner,378
serhii-londar/open-source-mac-os-apps,377
dataease/dataease,377
tmux/tmux,377
BUPT-OS/RROS,377
deepset-ai/haystack,376
wasp-lang/open-saas,376
openai/tiktoken,375
facebookresearch/audiocraft,375
Solido/awesome-flutter,375
huihut/interview,375
squidfunk/mkdocs-material,375
vfsfitvnm/ViMusic,375
cubiq/ComfyUI_IPAdapter_plus,375
google/generative-ai-docs,374
AI4Finance-Foundation/FinGPT,374
juliangarnier/anime,374
DioxusLabs/dioxus,374
dgtlmoon/changedetection.io,374
gothinkster/realworld,373
hslr-s/sun-panel,373
zhiwehu/Python-programming-exercises,373
hehonghui/awesome-english-ebooks,372
DoctorWkt/acwj,372
wagoodman/dive,372
jgraph/drawio,371
mrdbourke/pytorch-deep-learning,371
FiloSottile/mkcert,371
phoenixframework/flame,371
novuhq/novu,371
v2rayA/v2rayA,371
puppeteer/puppeteer,371
freqtrade/freqtrade,371
clauderic/dnd-kit,371
sqlmapproject/sqlmap,370
tracel-ai/burn,370
danielgatis/rembg,370
SigNoz/signoz,370
typicode/json-server,370
jaywcjlove/reference,369
bmaltais/kohya_ss,369
storybookjs/storybook,369
0x192/universal-android-debloater,369
httpie/cli,368
yuzu-emu/yuzu-android,368
ymcui/Chinese-LLaMA-Alpaca-2,368
denoland/deno,368
KovenYu/WonderJourney,368
bluesky-social/social-app,367
xiaye13579/BBLL,367
HumanAIGC/VividTalk,366
TheAlgorithms/JavaScript,366
facebookresearch/detectron2,366
lydiahallie/javascript-questions,366
wangxupeng/2019Legal-AI-Challenge-Legal-Case-Element-Recognition-solution,365
qier222/YesPlayMusic,365
modelscope/modelscope,365
tiangolo/full-stack-fastapi-postgresql,365
medusajs/medusa,365
reflex-dev/reflex,364
formkit/auto-animate,364
abiosoft/colima,364
Binaryify/NeteaseCloudMusicApi,363
OI-wiki/OI-wiki,363
lTbgykio/Books-Free-Books,363
alpinejs/alpine,363
apache/airflow,362
abhisheknaiidu/awesome-github-profile-readme,361
sun0225SUN/Awesome-Love-Code,361
tgbot-collection/YYeTsBot,361
wgwang/awesome-LLMs-In-China,361
IDEA-Research/Grounded-Segment-Anything,361
Vision-CAIR/MiniGPT-4,360
dangeng/visual_anagrams,360
catppuccin/catppuccin,360
ihmily/DouyinLiveRecorder,360
RikkaApps/Shizuku,359
nilaoda/N_m3u8DL-RE,358
metabase/metabase,358
agefanscom/website,358
mastodon/mastodon,358
Chuyu-Team/Dism-Multi-language,358
havenhq/mamba-chat,358
aristocratos/btop,357
microsoft/ebpf-for-windows,357
dbeaver/dbeaver,356
modelscope/modelscope-agent,356
laravel/laravel,356
android/nowinandroid,355
yl4579/StyleTTS2,355
awesomedata/awesome-public-datasets,354
Homebrew/brew,354
leonardomso/33-js-concepts,354
ConnectAI-E/Awesome-One-Click-Deployment,354
TideSec/TscanPlus,353
chathub-dev/chathub,353
javahuang/SurveyKing,353
input-leap/input-leap,352
1c7/chinese-independent-developer,352
emilk/egui,352
rockerBOO/awesome-neovim,352
open-mmlab/mmdetection,352
remix-run/remix,352
akullpp/awesome-java,352
alebcay/awesome-shell,352
awesome-foss/awesome-sysadmin,351
Textualize/textual,351
protocolbuffers/protobuf,350
BlueMatthew/WechatExporter,350
AUK9527/Are-u-ok,350
FlagOpen/FlagEmbedding,349
skypilot-org/skypilot,349
nikitabobko/AeroSpace,349
K11MCH1/AdrenoToolsDrivers,349
moddio/moddio2,349
AIoT-MLSys-Lab/Efficient-LLMs-Survey,349
tqdm/tqdm,349
TheAlgorithms/Java,348
htr-tech/zphisher,348
Netflix/conductor,348
conventional-changelog/commitlint,347
apple/swift,347
lcomplete/huntly,347
antfu/shikiji,347
keycloak/keycloak,347
iperov/DeepFaceLive,346
modelscope/facechain,346
mangerlahn/Latest,346
xenova/transformers.js,346
ManimCommunity/manim,346
labring/sealos,345
vueuse/vueuse,345
nvim-telescope/telescope.nvim,345
joonspk-research/generative_agents,345
gabime/spdlog,345
projectdiscovery/nuclei,345
date-fns/date-fns,345
pmndrs/jotai,345
s-casci/tinyzero,344
MonitorControl/MonitorControl,344
qarmin/czkawka,344
adrianhajdin/ecommerce,344
WordPress/gutenberg,344
OpenBB-finance/OpenBBTerminal,344
derailed/k9s,344
rahulnyk/knowledge_graph,343
yoeven/ai-video-search-engine,343
ImranR98/Obtainium,343
vectorisvector/Polaris,343
emilkowalski/vaul,343
ageitgey/face_recognition,343
krishnaik06/Perfect-Roadmap-To-Learn-Data-Science-In-2024,343
remotion-dev/remotion,342
hpcaitech/ColossalAI,342
Ray512512/JavaProject.Base,342
wg-easy/wg-easy,342
aria2/aria2,341
seerge/g-helper,341
tursodatabase/libsql,341
barry-ran/QtScrcpy,341
Mint-Blockchain/mint-brandkit,341
python-poetry/poetry,341
VSCodium/vscodium,341
Ink-Osier/PandoraToV1Api,340
tailscale/tailscale,340
git/git,340
LSPosed/LSPatch,340
521xueweihan/GitHub520,340
zitadel/zitadel,340
TheAlgorithms/C-Plus-Plus,339
jzhang38/TinyLlama,339
lich0821/WeChatFerry,339
tatsu-lab/stanford_alpaca,339
huggingface/text-generation-inference,339
sundowndev/phoneinfoga,339
ddgksf2013/ddgksf2013,339
keshavgbpecdelhi/Web-Development,338
typesense/typesense,338
facebookresearch/PurpleLlama,338
codefuse-ai/codefuse-chatbot,338
directus/directus,338
chdb-io/chdb,338
dailenson/SDT,338
rage-rb/rage,337
dzhulgakov/llama-mistral,337
deepseek-ai/DeepSeek-LLM,337
isocpp/CppCoreGuidelines,337
wasm3/wasm3,336
microsoft/LoRA,336
SocialSisterYi/bilibili-API-collect,336
tlack/atree,336
microsoft/unilm,336
rxhanson/Rectangle,336
spf13/cobra,335
casibase/casibase,335
tomnomnom/gron,335
aigc-apps/sd-webui-EasyPhoto,335
backstage/backstage,335
RocketChat/Rocket.Chat,334
whyour/qinglong,334
evanhu1/talk2arxiv,334
intel/intel-extension-for-transformers,334
yihong0618/tg_bot_collections,334
dastergon/awesome-sre,334
gaozhangmin/aliyunpan,333
szymanowiczs/splatter-image,333
serverless/serverless,333
cboxdoerfer/fsearch,332
TencentARC/GFPGAN,332
WooooDyy/LLM-Agent-Paper-List,332
mozilla/pdf.js,332
asset-group/5ghoul-5g-nr-attacks,332
Skythinker616/gpt-assistant-android,332
pandas-dev/pandas,332
matheusfelipeog/beautiful-docs,332
serengil/deepface,332
Teamlinker/Teamlinker,331
daboynb/PlayIntegrityNEXT,331
fmtlib/fmt,331
tremorlabs/tremor,330
labstack/echo,330
pallets/flask,330
slidevjs/slidev,330
pnpm/pnpm,330
Bistutu/GoMusic,330
Lissy93/dashy,329
NVIDIA/Megatron-LM,329
fastify/fastify,329
gchq/CyberChef,329
YanG-1989/m3u,329
Kareadita/Kavita,329
jeessy2/ddns-go,329
denysdovhan/wtfjs,328
tyxsspa/AnyText,328
xiaoyaocz/dart_simple_live,328
oramasearch/orama,328
snapshot-labs/snapshot,328
spdustin/ChatGPT-AutoExpert,327
portainer/portainer,327
JaidedAI/EasyOCR,327
xiaolincoder/CS-Base,327
aquasecurity/trivy,326
mouredev/roadmap-retos-programacion,326
pbatard/rufus,326
neonbjb/tortoise-tts,326
neutraltone/awesome-stock-resources,326
3DTopia/OpenLRM,325
eugeneyan/open-llms,325
jumpserver/jumpserver,325
mindsdb/mindsdb,325
InstantID/InstantID,325
t3-oss/create-t3-app,325
K3YOMI/Wall-of-Flippers,325
liyupi/codefather,324
deepfakes/faceswap,324
getsurfboard/surfboard,324
umami-software/umami,324
xcanwin/KeepChatGPT,324
JanDeDobbeleer/oh-my-posh,324
xyflow/xyflow,324
solidjs/solid,324
nilaoda/BBDown,323
sontek/snowmachine,323
babalae/better-genshin-impact,323
chakra-ui/chakra-ui,323
qishibo/AnotherRedisDesktopManager,323
ethereum/go-ethereum,322
updateu3/Stealerium_Stealer_Moded,322
Textualize/rich,322
webpro/knip,322
monkeytypegame/monkeytype,322
tailwindlabs/headlessui,321
minimaxir/hacker-news-undocumented,321
jackyzha0/quartz,321
wy876/POC,321
radix-ui/primitives,320
facebookresearch/xformers,320
yonggekkk/Cloudflare-workers-pages-vless,319
dvmazur/mixtral-offloading,319
lxgw/LxgwWenKai,319
kovidgoyal/kitty,319
rahuldkjain/github-profile-readme-generator,319
nextcloud/server,318
everywall/ladder,318
tldr-pages/tldr,318
AnsonZnl/RehabilitationGuide,317
Infisical/infisical,317
cypress-io/cypress,317
chidiwilliams/buzz,317
PHPCSStandards/PHP_CodeSniffer,317
ajeetdsouza/zoxide,317
jgm/pandoc,317
amantinband/clean-architecture,316
TheRealJoelmatic/RemoveAdblockThing,316
lucidrains/vit-pytorch,316
mikeroyal/Self-Hosting-Guide,316
jivoi/awesome-osint,316
mouredev/hello-git,316
langchain-ai/langchainjs,315
walter201230/Python,315
vim/vim,315
LiJunYi2/navicat-keygen-16V,315
spring-projects/spring-framework,315
zsh-users/zsh-autosuggestions,315
pinokiocomputer/pinokio,315
hankcs/HanLP,315
jasontaylordev/CleanArchitecture,314
tiann/KernelSU,313
ocrmypdf/OCRmyPDF,313
rubickCenter/rubick,313
Loyalsoldier/v2ray-rules-dat,313
Ryujinx/Ryujinx,313
kunal-kushwaha/DSA-Bootcamp-Java,313
lucia-auth/lucia,312
bluenviron/mediamtx,312
swoole/phpy,311
codaworks/react-glow,311
lutzroeder/netron,311
scrapy/scrapy,311
PowerShell/PowerShell,311
JetBrains/kotlin,311
google-research/tuning_playbook,311
MlgmXyysd/Xiaomi-HyperOS-BootLoader-Bypass,311
facebook/create-react-app,311
moesnow/March7thAssistant,310
EleutherAI/lm-evaluation-harness,310
subbarayudu-j/TheAlgorithms-Python,310
lepoco/wpfui,310
baaivision/GeoDream,309
horseee/DeepCache,309
paulmillr/encrypted-dns,309
rwf2/Rocket,308
k3s-io/k3s,308
Rem0o/FanControl.Releases,308
LykosAI/StabilityMatrix,308
doocs/advanced-java,308
zyronon/typing-word,308
facebookresearch/nougat,308
XueFuzhao/OpenMoE,307
ehang-io/nps,307
containers/podman,307
OpenEthan/SMSBoom,307
vitimlena/tor2web,307
Cyril0563/lanjing_live,306
Mooler0410/LLMsPracticalGuide,306
Card-Forge/forge,306
mack-a/v2ray-agent,306
coolsnowwolf/lede,306
Kanaries/pygwalker,306
actualbudget/actual,306
Platane/snk,306
sst/sst,306
Vendicated/Vencord,306
ShareX/ShareX,305
dailydotdev/daily,305
Rudrabha/Wav2Lip,305
google/generative-ai-android,305
pypa/pipx,304
eip-work/kuboard-press,304
davidjerleke/embla-carousel,304
alibaba/easyexcel,304
the1812/Bilibili-Evolved,304
ArchGPT/insomnium,304
OlivierKuhn/PancakeSwapBot,304
mrpond/BlockTheSpot,303
Team-xManager/xManager,303
spotDL/spotify-downloader,303
edarchimbaud/awesome-systematic-trading,303
TomSchimansky/CustomTkinter,303
Greedysky/TTKMusicPlayer,303
openwrt/openwrt,302
navidrome/navidrome,302
kelseyhightower/kubernetes-the-hard-way,302
996icu/996.ICU,302
iam-veeramalla/Jenkins-Zero-To-Hero,302
amitsangani/Llama-2,302
expressjs/express,302
GyulyVGC/sniffnet,302
privatenumber/tsx,301
huntabyte/shadcn-svelte,301
streamich/react-use,301
authelia/authelia,300
kimlimjustin/xplorer,300
prabhupant/python-ds,300
TransformerOptimus/SuperAGI,300
TheAlgorithms/Rust,300
fastlane/fastlane,300
vanila-io/wireflow,300
Jazee6/cloudflare-ai-web,300
tiny-craft/tiny-rdm,300
ToolJet/ToolJet,299
mist-project/mist-v2,299
openai/evals,298
plausible/analytics,298
dibingfa/flash-linux0.11-talk,298
InterviewReady/system-design-resources,298
frappe/erpnext,298
antirez/smallchat,298
v2ray/v2ray-core,298
duma-repo/ai_code_reader,297
chenxwh/insanely-fast-whisper,297
tree-sitter/tree-sitter,297
devictoribero/clean-code-javascript,297
daeuniverse/dae,297
AILab-CVC/UniRepLKNet,297
apify/crawlee,297
roboflow/multimodal-maestro,296
maboloshi/github-chinese,296
datawhalechina/prompt-engineering-for-developers,296
ueberdosis/tiptap,296
Asabeneh/30-Days-Of-React,296
statelyai/xstate,295
keras-team/keras,295
lmammino/awesome-learn-by-playing,295
OpenTexture/Paint3D,294
SocialComplexityLab/life2vec,294
Niek/chatgpt-web,294
CMU-Perceptual-Computing-Lab/openpose,294
erebe/wstunnel,294
szimek/sharedrop,293
kata-containers/kata-containers,293
guozhigq/pilipala,293
vnpy/vnpy,293
Ileriayo/markdown-badges,293
DefinitelyTyped/DefinitelyTyped,293
google-deepmind/graphcast,292
microsoft/promptflow,292
informalsystems/quint,292
Semporia/TikTok-Unlock,292
google-research/bert,292
vignshwarar/AI-Employe,292
twitter/the-algorithm,292
pybind/pybind11,291
winglang/wing,291
grpc/grpc,290
huggingface/chat-ui,290
davidmerfield/Blot,290
builtbybel/Bloatynosy,290
yoheinakajima/babyagi,290
TodePond/nDreamBerd,290
dotnet/aspire,290
elidianaandrade/dio-curso-git-github,290
dortania/OpenCore-Legacy-Patcher,290
jqlang/jq,290
rust-embedded/rust-raspberrypi-OS-tutorials,290
iorate/ublacklist,290
VladimirYugay/Gaussian-SLAM,289
pure-admin/vue-pure-admin,289
FranzKafkaYu/x-ui,289
jxxghp/MoviePilot,289
alshedivat/al-folio,289
poteto/hiring-without-whiteboards,289
huggingface/trl,288
apecloud/kubeblocks,288
nrwl/nx,288
joevess/IPTV,288
VRSEN/agency-swarm,287
srbhr/Resume-Matcher,287
bracesdev/errtrace,287
philips-labs/terraform-aws-github-runner,287
openai/openai-node,287
embedchain/embedchain,287
fishaudio/fish-speech,287
dream-num/univer,286
HumanSignal/label-studio,286
GPUOpen-LibrariesAndSDKs/FidelityFX-SDK,286
samuelmtimbo/unit,286
koalaman/shellcheck,286
getcursor/cursor,285
Stirling-Tools/Stirling-PDF,285
HandBrake/HandBrake,285
homanp/superagent,285
cli/cli,285
binwiederhier/ntfy,285
alan2207/bulletproof-react,284
ihm-tswow/Links-Awakening-DX-HD,284
wgwang/LLMs-In-China,284
fbelavenuto/arpl,284
OmarShehata/google-earth-as-gltf,284
maotoumao/MusicFreeDesktop,284
blacksev/Gemini-Next-Web,284
BuilderIO/hydration-overlay,284
TianxingWu/FreeInit,284
quilljs/quill,284
chartjs/Chart.js,284
juewuy/ShellCrash,284
chinese-poetry/chinese-poetry,283
fyne-io/fyne,283
hiteshchoudhary/js-hindi-youtube,282
ibraheemdev/modern-unix,282
thuml/Time-Series-Library,282
stanfordnlp/dspy,282
fish-shell/fish-shell,282
pointfreeco/swift-composable-architecture,282
Melkeydev/go-blueprint,282
fengdu78/lihang-code,282
camenduru/stable-diffusion-webui-colab,281
continue-revolution/sd-webui-animatediff,281
webfansplz/vuejs-challenges,281
KHwang9883/MobileModels,281
wistbean/learn_python3_spider,281
H-M-H/Weylus,281
measuredco/puck,281
apache/echarts,281
blender/blender,280
BluePointLilac/ContextMenuManager,280
zizifn/edgetunnel,280
mikf/gallery-dl,280
Meroser/IPTV,280
radix-ui/themes,279
ajnart/homarr,279
salesforce/LAVIS,279
anoma/namada-trusted-setup-claimer,279
netbirdio/netbird,279
wukko/cobalt,279
vuejs/awesome-vue,279
candiddev/rot,279
getaurora/download,279
Archmage83/tvapk,278
basecamp/kamal,278
MaaAssistantArknights/MaaAssistantArknights,278
zauberzeug/nicegui,278
vsouza/awesome-ios,278
XingangPan/DragGAN,278
veggiemonk/awesome-docker,278
dair-ai/ML-YouTube-Courses,278
Lightning-AI/pytorch-lightning,278
WindowsAddict/IDM-Activation-Script,277
selfteaching/the-craft-of-selfteaching,277
justjavac/awesome-wechat-weapp,277
ai-boost/Awesome-GPTs,277
nothings/stb,277
go-gorm/gorm,277
kenjihiranabe/The-Art-of-Linear-Algebra,277
Const-me/Whisper,276
cilium/cilium,276
scutan90/DeepLearning-500-questions,276
JuliaLang/julia,276
maxpert/marmot,276
karpathy/micrograd,276
OpenAPITools/openapi-generator,276
NickeManarin/ScreenToGif,276
liwenxi/SWIFT-AI,276
JunkFood02/Seal,275
vitest-dev/vitest,275
catchorg/Catch2,275
tamagui/tamagui,275
neondatabase/neon,275
mitmproxy/mitmproxy,275
gristlabs/grist-core,275
BeichenDream/FakeToa,275
typescript-cheatsheets/react,275
wechaty/wechaty,275
jeecgboot/jeecg-boot,275
obsidianmd/obsidian-releases,275
charmbracelet/gum,275
zeromicro/go-zero,274
moonlight-stream/moonlight-qt,274
Codium-ai/pr-agent,274
cheshire-cat-ai/core,274
rushter/MLAlgorithms,274
onyx-lang/onyx,274
microsoft/vcpkg,273
Bogdanp/awesome-advent-of-code,273
google/googletest,273
yzfly/awesome-chatgpt-zh,273
dunwu/linux-tutorial,273
devisasari/awesome-chatgpt-store,273
TryGhost/Ghost,273
launchbadge/sqlx,273
iam-veeramalla/python-for-devops,273
XAMPPRocky/tokei,273
shadcn-ui/taxonomy,273
huginn/huginn,272
research-virus/stuxnet,272
stevearc/oil.nvim,272
qinguoyi/TinyWebServer,272
Writesonic/GPTRouter,272
khangich/machine-learning-interview,272
getsentry/sentry,272
vercel/turbo,272
dragonflydb/dragonfly,271
juspay/hyperswitch,271
AtsushiSakai/PythonRobotics,271
docker/compose,271
TheR1D/shell_gpt,271
dotnet/aspnetcore,271
illucc/Kontraption,271
curl/curl,271
pdone/FreeControl,271
LAION-AI/Open-Assistant,271
taojy123/KeymouseGo,271
renovatebot/renovate,271
openssl/openssl,270
shenyunhang/APE,270
OpenGVLab/InternVL,270
hiddify/Hiddify-Manager,270
chubin/cheat.sh,269
tlkh/asitop,269
huggingface/alignment-handbook,269
pulumi/pulumi,269
iina/iina,269
pmndrs/react-three-fiber,269
mml-book/mml-book.github.io,269
AMAI-GmbH/AI-Expert-Roadmap,269
terobox/ChatGPT-API-Faucet,269
Gourieff/sd-webui-reactor,269
veler/DevToys,269
MatthewCroughan/NixThePlanet,268
pluja/awesome-privacy,268
sourcegraph/conc,268
wesbos/JavaScript30,268
artidoro/qlora,268
th-ch/youtube-music,268
nolimits4web/swiper,268
gto76/python-cheatsheet,267
Aircoookie/WLED,267
Tencent/tquic,267
WilliamStar007/ClashX-V2Ray-TopFreeProxy,267
wasabeef/awesome-android-ui,267
mlfoundations/open_clip,267
xkcoding/spring-boot-demo,267
ujjwalkarn/Machine-Learning-Tutorials,267
ankitects/anki,267
google-research/google-research,267
oceanbase/miniob,266
learning-zone/website-templates,266
grpc-ecosystem/grpc-gateway,266
talebook/talebook,266
containrrr/watchtower,266
ZLMediaKit/ZLMediaKit,266
MetaLowCodeTeam/MetaLowCode,266
LostRuins/koboldcpp,266
siglens/siglens,265
facebookresearch/fairseq,265
lucide-icons/lucide,265
windingwind/zotero-pdf-translate,265
golang-migrate/migrate,264
jart/emacs-copilot,264
34736384/genshin-fps-unlock,264
framer/motion,264
gfx-rs/wgpu,264
RootHide/Bootstrap,264
Mikoto10032/DeepLearning,264
WherebyAS/whereby,264
KieronQuinn/Smartspacer,263
Hiram-Wong/ZyPlayer,263
sveltejs/kit,263
google/generative-ai-go,263
rust-lang/mdBook,263
dnSpy/dnSpy,263
fengdu78/Coursera-ML-AndrewNg-Notes,263
truera/trulens,263
jetpack-io/devbox,263
MicrosoftDocs/azure-docs,263
miekg/dns,263
apache/doris,262
mrzachnugent/rn-ui-inspired-by-shadcn,262
AdminTest0/SharpWxDump,262
kelseyhightower/nocode,262
wpzzz/blocked-sites-in-south-korea,262
lanceliao/china-holiday-calender,262
google/leveldb,262
go-chi/chi,262
gcla/termshark,262
deezer/spleeter,262
2dust/clashN,261
Docta-ai/docta,261
chromium/chromium,261
vvictoryuki/AnimateZero,261
arktypeio/arktype,261
ossrs/srs,261
apachecn/ailearning,261
midudev/porfolio.dev,261
FreeCAD/FreeCAD,261
Dimillian/IceCubesApp,261
dypsilon/frontend-dev-bookmarks,260
komodojp/tinyld,260
dsdanielpark/Bard-API,260
QiuChenlyOpenSource/InjectLib,260
coder/coder,260
CompVis/latent-diffusion,260
yangjianxin1/Firefly,260
p0deje/Maccy,260
Hypfer/Valetudo,259
dvlab-research/LLaMA-VID,259
showlab/Awesome-Video-Diffusion,259
ReChronoRain/HyperCeiler,259
mozilla/sccache,258
grafana/loki,258
nz-m/SocialEcho,258
microsoft/onnxruntime,258
deepseek-ai/DreamCraft3D,258
oceanbase/oceanbase,258
Azure/GPT-RAG,257
cxli233/FriendsDontLetFriends,257
joaovitoriasilva/endurain,257
iced-rs/iced,257
janishar/mit-deep-learning-book-pdf,257
othneildrew/Best-README-Template,257
es3n1n/obfuscator,257
Fadi002/de4py,256
cbh123/narrator,256
google/mediapipe,256
numpy/numpy,256
sxyazi/yazi,256
rapid7/metasploit-framework,256
telegramdesktop/tdesktop,256
ChatGPTNextWebTeam/ChatGPT-Next-Web,255
mouredev/retos-programacion-2023,255
andersontr15/clean-code-javascript-es,255
alibaba/nacos,255
element-plus/element-plus,255
KtzeAbyss/Easy-Virtual-Display,254
3rd/tsdiagram,254
ublue-os/bazzite,254
pengsida/learning_research,254
spf13/viper,254
showlab/MotionDirector,254
c0re100/qBittorrent-Enhanced-Edition,254
zetaloop/ExplorerPatcher,253
remoteintech/remote-jobs,253
huggingface/distil-whisper,253
sigoden/aichat,253
FongMi/TV,253
scottbez1/smartknob,253
geekxh/hello-algorithm,253
d3/d3,252
The-Art-of-Hacking/h4cker,252
bvaughn/react-resizable-panels,252
dair-ai/ml-visuals,252
ExistentialAudio/BlackHole,252
flipped-aurora/gin-vue-admin,252
shadow1ng/fscan,252
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,252
PaddlePaddle/PaddleSpeech,252
mattermost/mattermost,252
LunarVim/LunarVim,251
LokerL/tts-vue,251
houbb/sensitive-word,251
CaliCastle/cali.so,251
liu673cn/box,251
algorithm-visualizer/algorithm-visualizer,251
StevenBlack/hosts,251
Kosinkadink/ComfyUI-AnimateDiff-Evolved,251
ReactiveX/RxSwift,250
dandavison/delta,250
wanglin2/mind-map,250
ccxt/ccxt,250
coollabsio/coolify,250
tabler/tabler,250
Alamofire/Alamofire,250
rmcelreath/stat_rethinking_2024,249
radix-vue/shadcn-vue,249
vercel/ai,249
yewstack/yew,249
fastai/fastbook,249
pixijs/pixijs,249
pingcap/tidb,249
airbytehq/airbyte,249
JaeYeopHan/Interview_Question_for_Beginner,248
thingsboard/tbmq,248
Vchitect/LaVie,248
salvo-rs/salvo,248
LiteLoaderQQNT/LiteLoaderQQNT,248
zhiyiYo/PyQt-Fluent-Widgets,248
turboderp/exllamav2,247
JasonGrass/rename,247
QwenLM/Qwen-VL,247
jakevdp/PythonDataScienceHandbook,247
python-telegram-bot/python-telegram-bot,247
csuhan/OneLLM,247
biancangming/wtv,247
vercel/hyper,246
DefTruth/Awesome-LLM-Inference,246
Cornell-RelaxML/quip-sharp,246
vuejs/vitepress,246
faif/python-patterns,246
Chainlit/chainlit,246
android/compose-samples,246
changkun/modern-cpp-tutorial,246
getumbrel/llama-gpt,246
pyg-team/pytorch_geometric,246
justcallmekoko/ESP32Marauder,245
0voice/expert_readed_books,245
Dooy/chatgpt-web-midjourney-proxy,245
LGUG2Z/komorebi,245
prettier/prettier,245
notepad-plus-plus/notepad-plus-plus,245
langchain4j/langchain4j,245
LSPosed/MagiskOnWSALocal,245
sundowndev/hacker-roadmap,245
PanQiWei/AutoGPTQ,245
ArisGuimera/Android-Expert,245
ungoogled-software/ungoogled-chromium,245
xifangczy/cat-catch,244
ml-tooling/best-of-ml-python,244
z1069614715/objectdetection_script,244
peterheinrich/InternetOverSpaghetti,244
SamurAIGPT/Open-Custom-GPT,244
ZachGoldberg/Startup-CTO-Handbook,244
actix/actix-web,244
docker/genai-stack,244
anyproto/anytype-ts,243
lvgl/lvgl,243
yokoffing/Betterfox,243
GopeedLab/gopeed,243
NixOS/nixpkgs,243
tarpetra/welcome-to-darknet,243
rocksdanister/lively,242
li-plus/chatglm.cpp,242
abhishekkrthakur/approachingalmost,242
denisidoro/navi,242
spicetify/spicetify-cli,242
epwalsh/obsidian.nvim,242
atlassian/react-beautiful-dnd,242
zhanymkanov/fastapi-best-practices,242
electric-sql/electric,242
litestar-org/litestar,242
ppy/osu,242
PrefectHQ/prefect,242
WongKinYiu/yolov7,241
yanue/V2rayU,241
msgbyte/tianji,241
brave/brave-browser,241
chatpire/chatgpt-web-share,241
kkevsekk1/AutoX,241
dylanaraps/pure-bash-bible,241
nadermx/backgroundremover,241
ArchiveBox/ArchiveBox,241
emilwallner/Screenshot-to-code,241
vera-1305/iptv,241
FlareSolverr/FlareSolverr,241
keepassxreboot/keepassxc,241
anderspitman/awesome-tunneling,240
facebook/lexical,240
easybangumiorg/EasyBangumi,240
psf/black,240
soimort/you-get,240
iamkun/dayjs,240
junegunn/vim-plug,240
halpz/re3,240
restic/restic,240
arc53/DocsGPT,240
x64dbg/x64dbg,240
gyoogle/tech-interview-for-developer,240
assimon/dujiaoka,240
GT-RIPL/Awesome-LLM-Robotics,240
animate-css/animate.css,240
dromara/hutool,240
BookStackApp/BookStack,240
intitni/CopilotForXcode,239
ModelTC/lightllm,239
MiCode/Xiaomi_Kernel_OpenSource,239
weaviate/Verba,239
Schniz/fnm,239
redleafnew/Chinese-STD-GB-T-7714-related-csl,239
yjs/yjs,239
hakimel/reveal.js,239
nalgeon/codapi,239
quasar/Quasar,239
spipm/Depix,239
id-Software/DOOM,238
linkwarden/linkwarden,238
brunodev85/winlator,238
huaweicloud/Sermant,238
rust-lang-ua/rustcamp,238
woelper/oculante,238
lsd-rs/lsd,238
LmeSzinc/AzurLaneAutoScript,238
lovell/sharp,238
facert/awesome-spider,237
