Feature,LR_Coefficient,LR_Abs_Coef,RF_Importance
forks_count,3.8981081760353113,3.8981081760353113,0.2616541701458976
unique_contributors,1.8353320912211408,1.8353320912211408,0.4188552178973269
median_issue_response_days,-1.799113930622636,1.799113930622636,0.15052398467976527
watchers_count,-1.0159117350632065,1.0159117350632065,0.1365046958291953
has_contributing,0.10479178247118183,0.10479178247118183,0.017911437414178697
has_code_of_conduct,-0.08548838028992982,0.08548838028992982,0.009021047106171083
has_license,-0.06954934823873964,0.06954934823873964,0.005529446927465183
